gene1	gene2	PIP
LURAP1L-AS1	DNAJA1	0.00950475237618809
LINC01242	PRSS3	0.0445222611305653
LINC01242	CNTFR	0.052776388194097
KIF24	EBLN3P	0.0455227613806903
LINC01242	PTAR1	0.0537768884442221
SLC25A51	C9orf129	0.0267633816908454
FRMPD1	MIR4291	0.0502751375687844
LINC00475	SUGT1P4-STRA6LP-CCDC180	0.0470235117558779
LOC101927954	MUSK	0.00950475237618809
ROR2	RGS3	0.0200100050025013
LOC101928523	RGS3	0.0302651325662831
ZNF883	RGS3	0.0080040020010005
ERMP1	AKNA	0.00300150075037519
VLDLR-AS1	STOM	0.0102551275637819
SUSD1	MIR4478	0.130315157578789
GCNT1	LHX6	0.0072536268134067
ARPC5L	GOLGA1	0.0105052526263132
CRB2	HSPA5	0.000250125062531266
LOC100132077	LRSAM1	0.0500250125062531
IGFBPL1	SLC25A25	0.00975487743871936
WHRN	TOR1A	0.0642821410705353
RFX3	SURF6	0.0117558779389695
LOC100128361	WDR5	0.0240120060030015
FAM122A	PPP1R26	0.0352676338169085
ACTL7B	C9orf116	0.00175087543771886
LINC01242	LHX3	0.0192596298149075
RGS3	CARD9	0.00750375187593797
CBWD3	LCN10	0.0127563781890945
LOC401557	LCN8	0.0590295147573787
ZBTB26	FAM166A	0.0252626313156578
SURF6	LOC651337	0.0232616308154077
