genes	pip
TUBGCP5	0
CYFIP1	0
NIPA2	0
GOLGA6L22	0.00900450225112556
GOLGA8S	0.00275137568784392
GOLGA6L2	0
PWRN4	0
PWRN2	0
PWRN1	0.032016008004002
NPAP1	0.0327663831915958
SNHG14	0
PWAR6	0.0732866433216608
UBE3A	0.00625312656328164
ATP10A	0.0285142571285643
LINC02346	0
LINC00929	0
GABRB3	0
GABRA5	0
GABRG3	0.00750375187593797
OCA2	0
HERC2	0.0225112556278139
HERC2P9	0
GOLGA8M	0.0447723861930965
WHAMMP2	0.0317658829414707
LOC100289656	0
PDCD6IPP2	0.0562781390695348
APBA2	0.0177588794397199
FAM189A1	0
NSMCE3	0
LOC100130111	0
TJP1	0
GOLGA8J	0
GOLGA8T	0
CHRFAM7A	0.0490245122561281
LOC102725021	0
ARHGAP11B	0.0515257628814407
LOC100288637	0.00175087543771886
HERC2P10	0
FAN1	0
MTMR10	0.0202601300650325
TRPM1	0
LINC02352	0.175087543771886
LOC283710	0
KLF13	0.130065032516258
OTUD7A	0
CHRNA7	0
GOLGA8K	0.176338169084542
WHAMMP1	0.0165082541270635
LINC02256	0.199849924962481
LOC101928042	0
SCG5-AS1	0
GREM1	0
FMN1	0.100300150075038
TMCO5B	0.00475237618809405
RYR3-DT	0
RYR3	0
AVEN	0.0102551275637819
CHRM5	0
EMC7	0.0312656328164082
KATNBL1	0
EMC4	0
SLC12A6	0.0855427713856928
NOP10	0.0832916458229115
NUTM1	0
LPCAT4	0
GOLGA8A	0
GOLGA8B	0.0240120060030015
LINC02252	0.0132566283141571
GJD2	0.01975987993997
LOC101928174	0
AQR	0.25487743871936
ZNF770	0
NANOGP8	0
ANP32AP1	0.00425212606303152
DPH6	0.0622811405702851
DPH6-DT	0.0502751375687844
CDIN1	0
CSNK1A1P1	0
LOC145845	0
MEIS2	0.0190095047523762
TMCO5A	0.067783891945973
LINC02345	0
LINC01852	0.0172586293146573
SPRED1	0
FAM98B	0
RASGRP1	0.0087543771885943
LINC02694	0.0210105052526263
C15orf54	0
THBS1	0.00375187593796898
FSIP1	0
GPR176	0
EIF2AK4	0
SRP14	0
SRP14-AS1	0
BMF	0
BUB1B	0.0557778889444722
BUB1B-PAK6	0.0145072536268134
PLCB2	0
CCDC9B	0
DISP2	0.01975987993997
KNSTRN	0.0332666333166583
IVD	0
BAHD1	0.00225112556278139
CCDC32	0
RPUSD2	0
KNL1	0.0225112556278139
RAD51	0.0635317658829415
RMDN3	0.124062031015508
DNAJC17	0
PPP1R14D	0.147323661830915
SPINT1-AS1	0.011255627813907
SPINT1	0.00450225112556278
VPS18	0
DLL4	0
CHAC1	0
INO80	0.00625312656328164
EXD1	0
CHP1	0
OIP5-AS1	0.00125062531265633
OIP5	0
NUSAP1	0
NDUFAF1	0
RTF1	0
ITPKA	0
LTK	0
RPAP1	0.088544272136068
TYRO3	0.140070035017509
MGA	0.01975987993997
MAPKBP1	0
SPTBN5	0
LOC105370792	0.0690345172586293
EHD4	0
EHD4-AS1	0.0560280140070035
PLA2G4E-AS1	0
PLA2G4E	0.00275137568784392
PLA2G4D	0
PLA2G4F	0.0115057528764382
VPS39	0.0515257628814407
TMEM87A	0.171585792896448
GANC	0
CAPN3	0.00250125062531266
ZNF106	0.0202601300650325
SNAP23	0
LRRC57	0
HAUS2	0
STARD9	0.0335167583791896
CDAN1	0.00275137568784392
TTBK2	0.0102551275637819
UBR1	0.0665332666333167
TMEM62	0.793896948474237
CCNDBP1	0.238369184592296
EPB42	0
TGM5	0
TGM7	0
LCMT2	0.00350175087543772
ADAL	0
ZSCAN29	0
TUBGCP4	0
TP53BP1	0
MAP1A	0
PPIP5K1	0
STRC	0
PPIP5K1P1-CATSPER2	0
CKMT1A	0.0167583791895948
STRCP1	0
CATSPER2P1	0
PDIA3	0.0105052526263132
ELL3	0
SERF2	0
SERF2-C15ORF63	0
MFAP1	0
WDR76	0.00275137568784392
FRMD5	0
GOLM2	0.132566283141571
CTDSPL2	0.0140070035017509
EIF3J-DT	0.0120060030015008
EIF3J	0
SPG11	0
PATL2	0.0237618809404702
B2M	0
LOC100419583	0
TRIM69	0
SORD2P	0.0325162581290645
TERB2	0
SORD	0.0332666333166583
DUOX2	0
DUOXA1	0
DUOX1	0
SHF	0
LOC101928414	0.0152576288144072
GATM	0
SPATA5L1	0
SLC30A4	0.0377688844422211
HMGN2P46	0.0425212606303152
BLOC1S6	0.0385192596298149
SQOR	0.0620310155077539
LOC105370802	0.0310155077538769
SEMA6D	0.0487743871935968
LINC01491	0
MYEF2	0.210355177588794
CTXN2	0.118809404702351
SLC12A1	0
DUT	0
FBN1	0.0155077538769385
CEP152	0
SHC4	0
SECISBP2L	0
COPS2	0
NDUFAF4P1	0.051775887943972
GALK2	0
FAM227B	0
FGF7	0
DTWD1	0
ATP8B4	0.928964482241121
SLC27A2	0.0942971485742871
HDC	0
GABPB1	0.0372686343171586
GABPB1-IT1	0
GABPB1-AS1	0.479489744872436
MIR4712	0.237868934467234
USP8	0
USP50	0.0535267633816908
TRPM7	0.0255127563781891
SPPL2A	0
