genes	pip
OR4K15	0.0365182591295648
OR4Q2	0.103801900950475
OR4K13	0
OR4L1	0
OR4K17	0.00950475237618809
OR4N5	0.01975987993997
OR11G2	0
OR11H6	0.0870435217608804
OR11H7	0.0117558779389695
OR11H4	0
TTC5	0
CCNB1IP1	0.00675337668834417
PARP2	0
TEP1	0
KLHL33	0.0987993996998499
OSGEP	0.000750375187593797
APEX1	0.024512256128064
PIP4P1	0
PNP	0.0345172586293147
RNASE10	0.0115057528764382
RNASE9	0
RNASE11	0.136818409204602
LOC254028	0
OR6S1	0
ANG	0
RNASE4	0
EDDM3A	0.0177588794397199
EDDM3B	0.00425212606303152
RNASE6	0
RNASE3	0
RNASE2	0.0512756378189095
METTL17	0
LOC101929718	0.113056528264132
NDRG2	0.0475237618809405
RNASE13	0.0867933966983492
ARHGEF40	0
ZNF219	0
LINC00641	0
HNRNPC	0
RPGRIP1	0.122311155577789
SUPT16H	0.269384692346173
CHD8	0.271135567783892
RAB2B	0
TOX4	0
METTL3	0.0227613806903452
SALL2	0
OR10G3	0.00175087543771886
OR10G2	0
OR4E2	0
OR4E1	0
LOC105370401	0
DAD1	0
ABHD4	0
OR6J1	0.000250125062531266
OXA1L	0.0177588794397199
SLC7A7	0
MRPL52	0
MMP14	0
REM2	0
RBM23	0.0305152576288144
PRMT5	0
LOC101926933	0
HAUS4	0.0150075037518759
AJUBA	0
C14orf93	0
PSMB5	0
PSMB11	0
CDH24	0
ACIN1	0.00225112556278139
C14orf119	0
LMLN2	0.032016008004002
CEBPE	0
SLC7A8	0
RNF212B	0.0390195097548774
HOMEZ	0
PPP1R3E	0.148574287143572
BCL2L2-PABPN1	0
SLC22A17	0
EFS	0
IL25	0.0237618809404702
CMTM5	0.0832916458229115
MYH6	0
MYH7	0
NGDN	0
ZFHX2	0
JPH4	0.0217608804402201
DHRS2	0
DHRS4-AS1	0.159329664832416
DHRS4	0
DHRS4L2	0.0722861430715358
DHRS4L1	0
CARMIL3	0
CPNE6	0
NRL	0
PCK2	0
DCAF11	0
PSME1	0
EMC9	0
PSME2	0.0175087543771886
RNF31	0.091295647823912
REC8	0.561530765382691
IPO4	0
CHMP4A	0
GMPR2	0
TGM1	0
DHRS1	0.190845422711356
NOP9	0.0205102551275638
LTB4R	0.0187593796898449
ADCY4	0
NFATC4	0.0422711355677839
NYNRIN	0
CBLN3	0
KHNYN	0
SDR39U1	0.0852926463231616
LOC101927045	0
CMA1	0
CTSG	0
GZMH	0
GZMB	0
STXBP6	0
NOVA1	0
LINC02588	0.0860430215107554
LINC02294	0
MIR4307HG	0.0560280140070035
LOC728755	0
FOXG1-AS1	0
FOXG1	0.0157578789394697
LINC01551	0
LINC02282	0
PRKD1	0.032016008004002
G2E3-AS1	0
G2E3	0
SCFD1	0
LOC100506071	0
STRN3	0
AP4S1	0.0187593796898449
HECTD1	0.0347673836918459
HEATR5A	0
LOC101927124	0.137818909454727
DTD2	0
NUBPL	0.0115057528764382
LINC02313	0
ARHGAP5	0
AKAP6	0
NPAS3	0.13431715857929
EGLN3	0.0152576288144072
SPTSSA	0
EAPP	0.0332666333166583
SNX6	0
CFL2	0
BAZ1A	0.0240120060030015
LOC112268124	0
SRP54-AS1	0.0637818909454727
SRP54	0.0645322661330665
FAM177A1	0
LOC101927178	0.072536268134067
PPP2R3C	0
PRORP	0
PSMA6	0
NFKBIA	0
RALGAPA1	0
BRMS1L	0
LINC00609	0
PTCSC3	0
MBIP	0.0227613806903452
SFTA3	0.10680340170085
NKX2-8	0.0187593796898449
PAX9	0
SLC25A21	0
MIPOL1	0
FOXA1	0
TTC6	0.032016008004002
SSTR1	0
LOC112268136	0.0372686343171586
LINC00639	0.0132566283141571
SEC23A	0
GEMIN2	0.177338669334667
TRAPPC6B	0
PNN	0
MIA2	0
FBXO33	0
LINC02315	0
LRFN5	0
FSCB	0
LOC105370473	0
LINC02302	0
C14orf28	0.0247623811905953
LOC101927418	0.0145072536268134
KLHL28	0
TOGARAM1	0.102301150575288
PRPF39	0
FKBP3	0
FANCM	0.0305152576288144
MIS18BP1	0
LINC02303	0.0947973986993497
LINC00871	0
MDGA2	0
LINC00648	0.0325162581290645
RPS29	0
LRR1	0.00200100050025012
DNAAF2	0.0195097548774387
POLE2	0.316908454227114
KLHDC1	0.0352676338169085
KLHDC2	0.321660830415208
NEMF	0.0510255127563782
ARF6	0
LINC01588	0
LINC01599	0
SOS2	0
L2HGDH	0
DMAC2L	0
CDKL1	0
MAP4K5	0.000750375187593797
ATL1	0.0325162581290645
SAV1	0
NIN	0
LOC105370489	0
ABHD12B	0
PYGL	0.0117558779389695
TRIM9	0
TMX1	0
LINC00519	0
LINC00640	0
LINC02310	0.105302651325663
FRMD6-AS2	0
FRMD6	0
GNG2	0.0127563781890945
RTRAF	0.00950475237618809
NID2	0
PTGDR	0
PTGER2	0
TXNDC16	0
GPR137C	0
ERO1A	0.00525262631315658
PSMC6	0
STYX	0
GNPNAT1	0
FERMT2	0
DDHD1	0
LOC101927620	0.0205102551275638
BMP4	0.00400200100050025
CDKN3	0.00750375187593797
CNIH1	0
GMFB	0
CGRRF1	0.0350175087543772
SAMD4A	0
GCH1	0
WDHD1	0
SOCS4	0
MAPK1IP1L	0
LGALS3	0
DLGAP5	0.0117558779389695
FBXO34	0.0072536268134067
ATG14	0
TBPL2	0
KTN1-AS1	0.01975987993997
KTN1	0
LINC00520	0
PELI2	0
LOC101927690	0
TMEM260	0
OTX2	0.120060030015008
OTX2-AS1	0.0200100050025013
EXOC5	0.0142571285642821
AP5M1	0
NAA30	0.0220110055027514
CCDC198	0
SLC35F4	0.00200100050025012
ARMH4	0
ACTR10	0
PSMA3	0.0227613806903452
PSMA3-AS1	0.133816908454227
ARID4A	0
TOMM20L	0.0567783891945973
KIAA0586	0
DACT1	0
LINC01500	0
DAAM1	0.0150075037518759
L3HYPDH	0
JKAMP	0.0502751375687844
CCDC175	0
RTN1	0
LRRC9	0
PCNX4	0
DHRS7	0.00300150075037519
PPM1A	0.148824412206103
C14orf39	0.0410205102551276
SIX4	0
MNAT1	0
TRMT5	0.0952976488244122
SLC38A6	0
TMEM30B	0.0445222611305653
PRKCH	0
LINC01303	0.056528264132066
FLJ22447	0.00550275137568784
HIF1A-AS1	0
HIF1A	0
HIF1A-AS3	0.067783891945973
SNAPC1	0
SYT16	0
LINC00643	0
LINC00644	0
KCNH5	0.0277638819409705
RHOJ	0
GPHB5	0
PPP2R5E	0
LOC112268140	0.00625312656328164
WDR89	0
SGPP1	0
SYNE2	0
ESR2	0
TEX21P	0
MTHFD1	0
ZBTB25	0
ZBTB1	0
LOC102723809	0
HSPA2	0
PPP1R36	0
PLEKHG3	0
SPTB	0
CHURC1-FNTB	0
RAB15	0
MAX	0
LINC02324	0
MIR4708	0.0227613806903452
FUT8	0
CCDC196	0
GPHN	0
FAM71D	0.126813406703352
MPP5	0.0835417708854427
ATP6V1D	0.0177588794397199
EIF2S1	0.255127563781891
PLEK2	0
MIR5694	0
TMEM229B	0.0420210105052526
PLEKHH1	0
PIGH	0.0537768884442221
ARG2	0
VTI1B	0
RDH11	0.0385192596298149
RDH12	0
ZFYVE26	0.0547773886943472
RAD51B	0
ACTN1	0
DCAF5	0
EXD2	0.0407703851925963
GALNT16	0
ERH	0
SLC39A9	0.000500250125062531
PLEKHD1	0.0210105052526263
SUSD6	0.040520260130065
LOC100289511	0
SRSF5	0
SLC10A1	0
LOC100506358	0
SMOC1	0.0392696348174087
SLC8A3	0
LOC646548	0
ADAM21P1	0
SYNJ2BP-COX16	0.011255627813907
SYNJ2BP	0.0460230115057529
ADAM21	0
ADAM20P1	0
ADAM20	0.329914957478739
MED6	0
LOC101928075	0
TTC9	0.00250125062531266
LINC01269	0
MAP3K9	0
PCNX1	0
SIPA1L1	0.0107553776888444
LOC145474	0
RGS6	0
DPF3	0
DCAF4	0
ZFYVE1	0
RBM25	0
PSEN1	0
PAPLN	0.167833916958479
NUMB	0
LOC101928143	0
HEATR4	0
ACOT2	0
ACOT4	0
ACOT6	0.0330165082541271
DNAL1	0
MIDEAS	0
LOC100506476	0.130065032516258
LINC02274	0
PTGR2	0
ZNF410	0
FAM161B	0
COQ6	0
ENTPD5	0
BBOF1	0
ALDH6A1	0
LIN52	0
VSX2	0
ABCD4	0.0917958979489745
VRTN	0
SYNDIG1L	0
NPC2	0
LTBP2	0
AREL1	0
FCF1	0
YLPM1	0
PROX2	0.0307653826913457
DLST	0
RPS6KL1	0
PGF	0
EIF2B2	0
MLH3	0
ACYP1	0.234117058529265
ZC2HC1C	0
NEK9	0.108554277138569
TMED10	0
FOS	0
LINC01220	0.01975987993997
JDP2	0.143571785892946
BATF	0.0512756378189095
LOC102724153	0.0175087543771886
FLVCR2	0
ERG28	0
TTLL5	0
TGFB3	0
IFT43	0
GPATCH2L	0.00175087543771886
ESRRB	0
VASH1	0.00675337668834417
VASH1-AS1	0.0882941470735368
ANGEL1	0
LRRC74A	0
LINC01629	0.943971985992996
IRF2BPL	0
LOC105370579	0
LINC02288	0.0307653826913457
LINC02289	0
CIPC	0.110805402701351
ZDHHC22	0
TMEM63C	0
NGB	0
POMT2	0.0365182591295648
GSTZ1	0.0267633816908454
TMED8	0.016008004002001
SAMD15	0
NOXRED1	0.0240120060030015
VIPAS39	0.0490245122561281
AHSA1	0.0155077538769385
ISM2	0
SPTLC2	0.0562781390695348
ALKBH1	0
SLIRP	0.116808404202101
SNW1	0
C14orf178	0.0742871435717859
ADCK1	0
NRXN3	0
LOC105370586	0
DIO2	0
DIO2-AS1	0
CEP128	0
TSHR	0.0250125062531266
GTF2A1	0
STON2	0
SEL1L	0
LINC01467	0
LINC02311	0
LINC02301	0
SNORD3P3	0
LINC00911	0.0560280140070035
FLRT2	0
LINC02328	0
LINC01148	0
LINC02330	0
GALC	0
GPR65	0
LINC01147	0
LINC01146	0
KCNK10	0
SPATA7	0
PTPN21	0
ZC3H14	0
EML5	0.0205102551275638
TTC8	0.0240120060030015
FOXN3	0
FOXN3-AS1	0
EFCAB11	0
TDP1	0
KCNK13	0
PSMC1	0
NRDE2	0.0110055027513757
CALM1	0.876938469234617
LINC02317	0
LINC00642	0
LOC105370619	0
TTC7B	0.0890445222611306
LOC101928909	0
RPS6KA5	0
DGLUCY	0.0512756378189095
GPR68	0.011255627813907
CCDC88C	0
PPP4R3A	0
CATSPERB	0.16408204102051
TC2N	0
FBLN5	0
TRIP11	0.0225112556278139
ATXN3	0
NDUFB1	0.0110055027513757
CPSF2	0
SLC24A4	0
RIN3	0.024512256128064
LGMN	0.349674837418709
GOLGA5	0.00750375187593797
LINC02287	0
CHGA	0
ITPK1	0
MOAP1	0
UBR7	0
BTBD7	0.0180090045022511
UNC79	0
PRIMA1	0.258379189594797
FAM181A-AS1	0
FAM181A	0.0377688844422211
ASB2	0
CCDC197	0
OTUB2	0.072536268134067
DDX24	0
IFI27L1	0
IFI27	0.00950475237618809
PPP4R4	0
SERPINA10	0
SERPINA6	0.00100050025012506
SERPINA2	0
SERPINA1	0
SERPINA11	0.0877938969484742
SERPINA9	0.00350175087543772
