genes	pip
ANKRD30BP2	0.0232616308154077
LINC01674	0.0770385192596298
POTED	0.040520260130065
LOC110091777	0.072536268134067
CYP4F29P	0.05927963981991
LOC110091776	0.0547773886943472
ANKRD20A11P	0.0852926463231616
LIPI	0.117308654327164
RBM11	0.0195097548774387
ABCC13	0
HSPA13	0.0382691345672836
SAMSN1	0.457478739369685
SAMSN1-AS1	0.012256128064032
LOC388813	0.0157578789394697
LINC02246	0
NRIP1	0.0165082541270635
USP25	0
MIR99AHG	0.131565782891446
LINC01549	0.37543771885943
CXADR	0.0462731365682841
BTG3	0.000500250125062531
BTG3-AS1	0.0435217608804402
C21orf91-OT1	0.0692846423211606
C21orf91	0
CHODL-AS1	0.0127563781890945
CHODL	0
TMPRSS15	0.174837418709355
MIR548XHG	0.0415207603801901
LINC01683	0.03951975987994
LINC02573	0.0337668834417209
LINC00320	0.0080040020010005
NCAM2	0
LINC00317	0.0972986493246623
LINC01425	0.0270135067533767
LINC01687	0.00275137568784392
LINC00308	0.0322661330665333
D21S2088E	0.139319659829915
LINC01689	0.0380190095047524
LINC01684	0.0290145072536268
LINC01692	0.0467733866933467
LINC00158	0.0387693846923462
MIR155HG	0.0710355177588794
LINC00515	0.0162581290645323
MRPL39	0.0182591295647824
JAM2	0.0307653826913457
ATP5PF	0.0297648824412206
GABPA	0.0200100050025013
APP	0.0215107553776888
CYYR1-AS1	0.238369184592296
CYYR1	0.0130065032516258
ADAMTS1	0.0185092546273137
ADAMTS5	0.00650325162581291
LINC00113	0.00350175087543772
LINC00314	0.0477738869434717
LINC01697	0.341420710355178
LINC01695	0.00450225112556278
N6AMT1	0.027263631815908
LTN1	0.00350175087543772
RWDD2B	0.0127563781890945
USP16	0.0332666333166583
CCT8	0
MAP3K7CL	0.044272136068034
LINC00189	0.0195097548774387
BACH1	0.0785392696348174
BACH1-IT2	0.0155077538769385
BACH1-IT3	0
GRIK1	0
GRIK1-AS2	0.0250125062531266
GRIK1-AS1	0.080040020010005
CLDN17	0.0655327663831916
LINC00307	0.0132566283141571
CLDN8	0.169084542271136
KRTAP27-1	0.051775887943972
KRTAP13-2	0.0192596298149075
KRTAP15-1	0.0710355177588794
KRTAP19-5	0.024512256128064
KRTAP19-7	0.200600300150075
KRTAP22-1	0.011255627813907
KRTAP20-1	0.0195097548774387
KRTAP20-2	0
KRTAP20-3	0.0595297648824412
KRTAP8-1	0.00900450225112556
KRTAP11-1	0.036768384192096
TIAM1	0.00625312656328164
SOD1	0.0817908954477239
SCAF4	0.0102551275637819
HUNK	0.00750375187593797
LINC00159	0.00775387693846923
MIS18A	0.112056028014007
MRAP	0.0962981490745373
URB1	0.114057028514257
EVA1C	0.0102551275637819
CFAP298-TCP10L	0.0352676338169085
SYNJ1	0.0262631315657829
PAXBP1-AS1	0.0765382691345673
PAXBP1	0.0152576288144072
C21orf62-AS1	0.00825412706353177
C21orf62	0.0945472736368184
OLIG2	0.0220110055027514
LINC00945	0.207853926963482
LOC101928107	0.0417708854427214
LINC01548	0.0325162581290645
IFNAR2	0.0345172586293147
IL10RB	0.0142571285642821
IFNAR1	0.00400200100050025
IFNGR2	0.0435217608804402
TMEM50B	0.00100050025012506
DNAJC28	0.0080040020010005
GART	0.00250125062531266
SON	0.0190095047523762
DONSON	0.0657828914457229
CRYZL1	0.146073036518259
ITSN1	0
ATP5PO	0.0637818909454727
LINC00649	0.0582791395697849
SLC5A3	0.00550275137568784
MRPS6	0.0780390195097549
LINC00310	0.0522761380690345
KCNE2	0.0217608804402201
KCNE1	0.0772886443221611
RCAN1	0.0687843921960981
CLIC6	0.0212606303151576
LINC00160	0.0537768884442221
LINC01426	0.0525262631315658
RUNX1	0.0300150075037519
LOC100506403	0.0815407703851926
LOC101928269	0
LINC01436	0.0362681340670335
SETD4	0.0490245122561281
LOC100133286	0
CBR3-AS1	0.246123061530765
DOP1B	0
