genes	pip
IQSEC3	0.0765382691345673
LOC574538	0
SLC6A12	0
SLC6A12-AS1	0
SLC6A13	0
KDM5A	0
CCDC77	0
B4GALNT3	0
NINJ2	0
NINJ2-AS1	0
WNK1	0
RAD52	0.0417708854427214
ERC1	0.0637818909454727
LINC00942	0
LOC107984507	0
FBXL14	0
WNT5B	0
ADIPOR2	0.00450225112556278
CACNA2D4	0.200100050025012
LRTM2	0
LINC00940	0.119309654827414
DCP1B	0
CACNA1C	0.0942971485742871
CACNA1C-IT3	0
CACNA1C-AS2	0.0732866433216608
CACNA1C-AS1	0.0342671335667834
ITFG2-AS1	0
NRIP2	0
TEX52	0
FOXM1	0.0237618809404702
RHNO1	0
TULP3	0
TEAD4	0
TSPAN9	0
LOC100128253	0.0117558779389695
LINC02417	0.0330165082541271
PRMT8	0
THCAT155	0
CRACR2A	0
PARP11	0
CCND2-AS1	0.0820410205102551
CCND2	0.0267633816908454
TIGAR	0.103301650825413
FGF23	0.0532766383191596
FGF6	0.0882941470735368
C12orf4	0.0227613806903452
RAD51AP1	0.0515257628814407
DYRK4	0
AKAP3	0
NDUFA9	0
GAU1	0
GALNT8	0
KCNA6	0
KCNA1	0
KCNA5	0
LINC02443	0
NTF3	0
ANO2	0.103051525762881
VWF	0
CD9	0
PLEKHG6	0
TNFRSF1A	0.0350175087543772
SCNN1A	0
LTBR	0
CD27-AS1	0.0490245122561281
TAPBPL	0
VAMP1	0
NCAPD2	0.0747873936968484
GAPDH	0
IFFO1	0
NOP2	0.0255127563781891
CHD4	0.0670335167583792
LPAR5	0
ACRBP	0.0730365182591296
ING4	0
ZNF384	0
PIANP	0
COPS7A	0
MLF2	0
PTMS	0
LAG3	0
CD4	0
GPR162	0
P3H3	0
GNB3	0
USP5	0
LOC105369632	0
LRRC23	0
ENO2	0
ATN1	0
PTPN6	0
PHB2	0.328914457228614
EMG1	0
LPCAT3	0
C1S	0
C1R	0.207103551775888
C1RL	0
C1RL-AS1	0.0672836418209105
RBP5	0
CLSTN3	0
PEX5	0
ACSM4	0
CD163L1	0
CD163	0
APOBEC1	0
GDF3	0.199849924962481
DPPA3	0.0377688844422211
CLEC4C	0
NANOGNB	0
NANOG	0
SLC2A14	0
SLC2A3	0
FOXJ2	0
NECAP1	0
CLEC4A	0.0440220110055028
FAM66C	0.0772886443221611
FAM90A1	0
LINC00937	0
CLEC6A	0.00650325162581291
CLEC4D	0
CLEC4E	0.16408204102051
AICDA	0
MFAP5	0
RIMKLB	0
A2ML1	0
PHC1	0
M6PR	0
KLRG1	0
LINC00612	0
A2M-AS1	0.0340170085042521
A2M	0
PZP	0.0780390195097549
A2MP1	0
LINC00987	0
LOC642846	0
LINC02367	0
LOC728715	0
DDX12P	0
LOC408186	0
KLRB1	0.0135067533766883
LOC374443	0.0482741370685343
CLEC2D	0.0360180090045022
CLECL1	0
CD69	0
KLRF1	0.0477738869434717
CLEC2B	0
KLRF2	0.0457728864432216
CLEC2A	0
LINC02470	0
CLEC12A-AS1	0
CLEC12A	0.205852926463232
CLEC1B	0
CLEC12B	0
LOC102724020	0
CLEC9A	0.11455727863932
CLEC1A	0
CLEC7A	0
OLR1	0
TMEM52B	0
GABARAPL1	0
KLRD1	0
LINC02617	0
KLRK1-AS1	0
KLRC4-KLRK1	0
KLRC3	0
KLRC1	0
EIF2S3B	0
LINC02446	0
KLRA1P	0
MAGOHB	0
STYK1	0
YBX3	0
LINC02366	0
TAS2R7	0.230865432716358
TAS2R8	0
TAS2R9	0
PRH1-PRR4	0
PRB3	0
PRB4	0
PRB1	0
LOC440084	0
LINC01252	0
ETV6	0.0325162581290645
BCL2L14	0
LRP6	0
MANSC1	0
BORCS5	0
DUSP16	0.157078539269635
CREBL2	0
GPR19	0.083791895947974
CDKN1B	0
APOLD1	0
DDX47	0
RPL13AP20	0
GPRC5A	0
GPRC5D-AS1	0.0412706353176588
FAM234B	0.00125062531265633
GSG1	0
EMP1	0
LINC01559	0
GRIN2B	0
ATF7IP	0
PLBD1	0
PLBD1-AS1	0
GUCY2C	0
H2AJ	0
WBP11	0
C12orf60	0
ART4	0.0252626313156578
MGP	0.043271635817909
ERP27	0
ARHGDIB	0
PDE6H	0
LINC01489	0
RERG	0
RERG-AS1	0
PTPRO	0.0717858929464732
EPS8	0
STRAP	0
DERA	0
SLC15A5	0.0482741370685343
MGST1	0.036768384192096
LMO3	0
LINC02378	0
RERGL	0
PIK3C2G	0
PLCZ1	0.0857928964482241
PLEKHA5	0.116058029014507
AEBP2	0
LINC02398	0.0805402701350675
LINC02468	0
PDE3A	0
SLCO1C1	0
SLCO1B3	0
SLCO1B3-SLCO1B7	0
SLCO1B1	0.142071035517759
SLCO1A2	0
PYROXD1	0
RECQL	0
GOLT1B	0
SPX	0
GYS2	0.00825412706353177
LDHB	0
KCNJ8	0
ABCC9	0.0222611305652826
CMAS	0
ST8SIA1	0
C2CD5	0.00775387693846923
LOC105369691	0.0520260130065033
ETNK1	0
LOC101928441	0
SOX5	0
SOX5-AS1	0
LINC00477	0
BCAT1	0
C12orf77	0.0195097548774387
LOC645177	0
IRAG2	0
CFAP94	0
ETFRF1	0
KRAS	0
LMNTD1	0
RASSF8-AS1	0
RASSF8	0
BHLHE41	0
SSPN	0
ITPR2	0
INTS13	0
FGFR1OP2	0
TM7SF3	0
MED21	0.0665332666333167
C12orf71	0.00475237618809405
STK38L	0
ARNTL2	0.0072536268134067
ARNTL2-AS1	0
SMCO2	0.0497748874437219
PPFIBP1	0
MRPS35	0
MANSC4	0.107053526763382
KLHL42	0.0992996498249125
PTHLH	0.0315157578789395
LOC729291	0
CCDC91	0.0195097548774387
FAR2	0
LOC100506606	0
ERGIC2	0
OVCH1-AS1	0
OVCH1	0
TMTC1	0
IPO8	0
CAPRIN2	0
LOC645485	0
LINC00941	0
TSPAN11	0
DDX11-AS1	0
DDX11	0
OVOS2	0
SINHCAF	0
LINC02387	0
DENND5B	0
DENND5B-AS1	0
ETFBKMT	0
AMN1	0.0295147573786893
LINC02422	0
RESF1	0
BICD1	0.0222611305652826
FGD4	0
DNM1L	0
YARS2	0
PKP2	0
SYT10	0
ALG10	0
ALG10B	0
CPNE8	0
KIF21A	0.0872936468234117
ABCD2	0
C12orf40	0
SLC2A13	0
LINC02471	0
LRRK2	0.125562781390695
MUC19	0
CNTN1	0
PDZRN4	0
GXYLT1	0
YAF2	0
ZCRB1	0
PPHLN1	0
PRICKLE1	0
LINC02402	0
LINC02451	0
LINC02450	0
LINC02461	0
ADAMTS20	0
PUS7L	0
IRAK4	0
TWF1	0.000250125062531266
TMEM117	0
NELL2	0
DBX2	0
PLEKHA8P1	0
ANO6	0.096048024012006
LINC00938	0
ARID2	0
SCAF11	0
SLC38A1	0
SLC38A2	0.0720360180090045
LOC100288798	0
SLC38A4	0
AMIGO2	0
PCED1B	0
PCED1B-AS1	0.0325162581290645
LOC105369747	0
LINC02156	0
RPAP3	0.0437718859429715
ENDOU	0
RAPGEF3	0.115057528764382
SLC48A1	0
HDAC7	0
VDR	0
TMEM106C	0
COL2A1	0.0430215107553777
SENP1	0
PFKM	0
ASB8	0
ZNF641	0.000250125062531266
ANP32D	0
C12orf54	0
OR8S1	0.0230115057528764
LALBA	0
KANSL2	0
CCNT1	0.048024012006003
TEX49	0
ADCY6	0
CACNB3	0.139319659829915
DDX23	0
RND1	0
CCDC65	0
FKBP11	0
ARF3	0
WNT10B	0
DDN-AS1	0
KMT2D	0.449974987493747
DHH	0.0135067533766883
LMBR1L	0.0107553776888444
TUBA1B	0
TUBA1C	0
LOC101927267	0
TROAP	0
C1QL4	0
SPATS2	0
KCNH3	0
FAM186B	0
PRPF40B	0
FMNL3	0
TMBIM6	0
NCKAP5L	0
BCDIN3D-AS1	0.0377688844422211
FAIM2	0.071535767883942
LINC02396	0.0492746373186593
LINC02395	0
AQP2	0
LOC101927318	0
AQP5	0
RACGAP1	0
ASIC1	0
SMARCD1	0
GPD1	0
COX14	0
CERS5	0
LIMA1	0
FAM186A	0
LARP4	0
DIP2B	0
ATF1	0
TMPRSS12	0
METTL7A	0
HIGD1C	0.0490245122561281
SLC11A2	0
LETMD1	0
CSRNP2	0
TFCP2	0
POU6F1	0
DAZAP2	0
SMAGP	0
BIN2	0.0110055027513757
CELA1	0
GALNT6	0
SLC4A8	0
SCN8A	0.0420210105052526
FIGNL2	0.0920460230115058
FIGNL2-DT	0
ANKRD33	0.171835917958979
ACVRL1	0
ACVR1B	0
TAMALIN	0
NR4A1	0
ATG101	0.020760380190095
SMIM41	0
OR7E47P	0
KRT80	0.024512256128064
LINC02874	0
LINC00592	0
KRT7	0
KRT7-AS	0
KRT87P	0
KRT86	0
KRT83	0
KRT85	0
KRT84	0
KRT82	0
KRT75	0.100550275137569
KRT6B	0
KRT6C	0.028264132066033
KRT6A	0.136818409204602
KRT5	0
KRT71	0.024512256128064
KRT74	0.0647823911955978
KRT72	0
KRT73	0
KRT73-AS1	0
KRT2	0
KRT1	0
KRT77	0.123811905952976
KRT76	0
KRT3	0
KRT4	0
KRT79	0
KRT78	0
KRT8	0
KRT18	0
EIF4B	0
LOC283335	0
TNS2	0
SPRYD3	0.0117558779389695
IGFBP6	0
SOAT2	0
CSAD	0.0400200100050025
ZNF740	0
ITGB7	0
RARG	0
ESPL1	0
PFDN5	0
MYG1	0
AAAS	0
SP7	0.0380190095047524
SP1	0
AMHR2	0
PRR13	0.275137568784392
PCBP2	0.0182591295647824
MAP3K12	0.124312156078039
ATF7	0
LOC100652999	0
ATP5MC2	0
CALCOCO1	0.0755377688844422
CISTR	0
HOXC13-AS	0
HOXC13	0
HOXC12	0.0392696348174087
