genes	pip
CHL1-AS2	0.101300650325163
CHL1	0
CHL1-AS1	0
LINC01266	0
CNTN6	0
CNTN4	0
CNTN4-AS2	0
CNTN4-AS1	0.0892946473236618
IL5RA	0.0290145072536268
TRNT1	0
CRBN	0
LOC100130207	0.107303651825913
LRRN1	0
SETMAR	0
SUMF1	0
ITPR1	0
BHLHE40-AS1	0
BHLHE40	0
ARL8B	0
EDEM1	0
GRM7-AS3	0
GRM7	0
GRM7-AS1	0
LOC101927394	0
LMCD1-AS1	0.0130065032516258
LMCD1	0
LINC00312	0
SSUH2	0.303401700850425
CAV3	0
OXTR	0
RAD18	0
SRGAP3	0
SRGAP3-AS4	0.0340170085042521
THUMPD3	0
THUMPD3-AS1	0
SETD5	0.212356178089045
LHFPL4	0
MTMR14	0
CPNE9	0
BRPF1	0
OGG1	0
CAMK1	0
TADA3	0
ARPC4-TTLL3	0
TTLL3	0
RPUSD3	0
CIDEC	0
JAGN1	0
IL17RE	0
IL17RC	0
CRELD1	0
PRRT3	0
PRRT3-AS1	0
EMC3	0
EMC3-AS1	0.00175087543771886
CIDECP1	0
FANCD2	0.0397698849424712
FANCD2OS	0
BRK1	0
VHL	0
IRAK2	0
TATDN2	0
GHRLOS	0
SEC13	0.01975987993997
ATP2B2	0
ATP2B2-IT2	0.0630315157578789
LINC00606	0
SLC6A11	0
SLC6A1	0
SLC6A1-AS1	0
HRH1	0
ATG7	0
VGLL4	0
TAMM41	0
SYN2	0
PPARG	0
TSEN2	0
MKRN2OS	0
MKRN2	0
RAF1	0
TMEM40	0
CAND2	0
RPL32	0
LINC02022	0
IQSEC1	0
NUP210	0
HDAC11-AS1	0
HDAC11	0
FBLN2	0
LINC00620	0
WNT7A	0
FGD5P1	0
TPRXL	0
CHCHD4	0.0277638819409705
TMEM43	0
XPC	0
LSM3	0
LINC01267	0
SLC6A6	0.112056028014007
GRIP2	0
CCDC174	0
C3orf20	0
LINC02011	0
FGD5	0
FGD5-AS1	0
NR2C2	0.0240120060030015
MRPS25	0
RBSN	0
COL6A4P1	0
CAPN7	0
SH3BP5-AS1	0.0660330165082541
SH3BP5	0
METTL6	0
EAF1	0
COLQ	0
HACL1	0
BTD	0
ANKRD28	0.0130065032516258
GALNT15	0.273136568284142
DPH3	0
OXNAD1	0
RFTN1	0
DAZL	0.110305152576288
PLCL2	0
TBC1D5	0
LOC339862	0
SATB1	0
SATB1-AS1	0.13631815907954
KCNH8	0
EFHB	0
RAB5A	0
PP2D1	0
KAT2B	0.27863931965983
SGO1	0
SGO1-AS1	0
LOC101927829	0
VENTXP7	0
ZNF385D	0
ZNF385D-AS1	0
ZNF385D-AS2	0.21335667833917
UBE2E2-AS1	0.11655827913957
UBE2E2	0
UBE2E1	0
NKIRAS1	0
NR1D2	0
LINC00691	0
THRB	0
THRB-AS2	0
THRB-AS1	0.0400200100050025
RARB	0.0262631315657829
RARB-AS1	0
TOP2B	0.0107553776888444
NGLY1	0.092296148074037
LINC00692	0.219609804902451
LRRC3B	0
NEK10	0.0185092546273137
SLC4A7	0
LINC01980	0
CMC1	0
AZI2	0
ZCWPW2	0
LINC00693	0
RBMS3-AS3	0
RBMS3	0
RBMS3-AS1	0
LINC01985	0
TGFBR2	0.154327163581791
GADL1	0.0195097548774387
MIR466	0
STT3B	0
OSBPL10	0
OSBPL10-AS1	0
ZNF860	0
GPD1L	0
CMTM8	0
CMTM7	0
