gene1	gene2	PIP
TYMS	MYL12B	0.00183333333333333
METTL4	TGIF1	0.00283333333333333
TMEM200C	PRELID3A	0.000833333333333333
L3MBTL4	PSMG2	0.00833333333333333
ZBTB14	CEP192	0.0075
MYL12A	MC5R	0.0025
SPIRE1	ANKRD20A5P	0.00383333333333333
CLUL1	GATA6	0.00366666666666667
LAMA1	RBBP8	0.000833333333333333
DLGAP1	TMEM241	0.00383333333333333
TYMSOS	TTC39C-AS1	0.005
USP14	TTC39C	0.00516666666666667
SPIRE1	LOC105372028	0.000833333333333333
TYMS	TAF4B	0.00533333333333333
TXNDC2	TAF4B	0.00966666666666667
SPIRE1	TAF4B	0.000666666666666667
TYMSOS	DSCAS	0.01
MYL12A	DSCAS	0.00416666666666667
CEP192	TRAPPC8	0.001
MC2R	DTNA	0.005
RBBP8	INO80C	0.000166666666666667
ANKRD20A5P	C18orf21	0.00133333333333333
LINC01894	KIAA1328	0.009
LOC105371998	CELF4	0.0065
CETN1	LINC01477	0.00716666666666667
ADCYAP1	LINC01477	0.0095
PSMA8	LINC01477	0.00216666666666667
IMPACT	PIK3C3	0.00716666666666667
RAB31	EPG5	0.00333333333333333
ZNF519	IER3IP1	0.0055
ZNF396	SKOR2	0.003
RAB31	MIR4527HG	0.00616666666666667
ANKRD29	C18orf12	0.00233333333333333
MIR3976HG	CTIF	0.0105
LINC01882	CTIF	0.00583333333333333
NOL4	SNHG22	0.0065
GNAL	MBD1	0.006
CTAGE1	SKA1	0.00266666666666667
MAPRE2	MAPK4	0.0106666666666667
MIR4527HG	MRO	0.00383333333333333
MYL12A	ELAC1	0.00233333333333333
RAB12	LINC01919	0.00216666666666667
DLGAP1-AS5	STARD6	0.001
LDLRAD4	DYNAP	0.000833333333333333
CETN1	LOC642484	0.000333333333333333
TYMS	LOC100505549	0.0141666666666667
TUBB8B	NEDD4L	0.00216666666666667
ROCK1P1	NEDD4L	0.0145
ASXL3	NEDD4L	0.00166666666666667
LOC101927188	ALPK2	0.0123333333333333
B4GALT6	OACYLP	0.00216666666666667
KATNAL2	OACYLP	0.00166666666666667
RBBP8	SEC11C	0.000166666666666667
PPP4R1	GRP	0.002
LINC01443	RAX	0.00866666666666667
RAB31	LMAN1	0.0123333333333333
TAF4B	LMAN1	0.0198333333333333
FECH	CCBE1	0.0105
DLGAP1	PMAIP1	0.0121666666666667
GAPLINC	CDH20	0.000833333333333333
OSBPL1A	CDH20	0.00383333333333333
LOC642484	CDH20	0.00183333333333333
TMEM200C	RNF152	0.00116666666666667
RNF138	PIGN	0.000833333333333333
ZNF519	SERPINB5	0.0075
METTL4	SERPINB4	5e-04
LINC01601	SERPINB7	5e-04
LINC01477	SERPINB10	0.00133333333333333
C18orf25	LINC00305	0.001
CCBE1	CDH7	0.0283333333333333
LOC101927571	DOK6	0.0075
RAB31	CD226	0.000833333333333333
LINC01543	RTTN	5e-04
ELAC1	RTTN	0.00466666666666667
NAPG	SOCS6	0.0108333333333333
POTEC	CBLN2	0.00216666666666667
LINC01544	LOC100505797	0.00233333333333333
EMILIN2	LINC02864	0.00416666666666667
SERPINB4	LINC02864	0.0015
STARD6	LINC01922	0.00216666666666667
EPG5	DIPK1C	0.0116666666666667
ACAA2	CNDP2	0.0131666666666667
SERPINB11	CNDP1	0.0156666666666667
EMILIN2	LINC01893	0.00316666666666667
SS18	LINC01893	0.00383333333333333
LINC01929	LINC01893	0.00733333333333333
DSEL	LINC00683	0.00183333333333333
PPP4R1	ZNF236-DT	0.00733333333333333
GNAL	ZNF236-DT	0.002
EMILIN2	ZNF236	0.0106666666666667
TXNDC2	ZNF236	0.0113333333333333
LINC01915	ZNF236	0.00616666666666667
PIAS2	ZNF236	0.011
SEC11C	ZNF236	0.00166666666666667
VAPA	LINC01029	0.00733333333333333
MIB1	LINC01029	5e-04
WDR7	LINC01029	0.0211666666666667
ADCYAP1	LOC284241	0.0105
LINC01902	CTDP1	0.00133333333333333
PTPRM	SLC66A2	0.00216666666666667
ACAA2	HSBP1L1	0.00216666666666667
NEDD4L	HSBP1L1	0.000166666666666667
