genes	pip
DEFB125	0
DEFB126	0
DEFB127	0.0812906453226613
DEFB128	0
DEFB129	0.165332666333167
DEFB132	0
C20orf96	0.225862931465733
ZCCHC3	0
NRSN2-AS1	0.076288144072036
SOX12	0.0165082541270635
NRSN2	0
TRIB3	0
RBCK1	0
TBC1D20	0.0457728864432216
CSNK2A1	0.0332666333166583
TCF15	0
SRXN1	0
SCRT2	0.0697848924462231
SLC52A3	0.105552776388194
FAM110A	0
ANGPT4	0.00775387693846923
RSPO4	0.00375187593796898
PSMF1	0.00575287643821911
TMEM74B	0
C20orf202	0
RAD21L1	0.0217608804402201
SNPH	0.0850425212606303
FKBP1A-SDCBP2	0
SDCBP2	0
SDCBP2-AS1	0.0337668834417209
NSFL1C	0
SIRPB2	0.0262631315657829
SIRPD	0.0322661330665333
SIRPB1	0.000500250125062531
SIRPG	0
SIRPG-AS1	0
SIRPB3P	0
LOC100289473	0
SIRPA	0.0397698849424712
PDYN-AS1	0
STK35	0.0567783891945973
LOC388780	0.0162581290645323
TGM3	0.164832416208104
TGM6	0.0072536268134067
SNRPB	0.0497748874437219
ZNF343	0.0302651325662831
TMC2	0.0325162581290645
NOP56	0
IDH3B	0
EBF4	0
CPXM1	0
C20orf141	0.00450225112556278
PCED1A	0.107803901950975
VPS16	0
PTPRA	0
MRPS26	0
OXT	0
AVP	0
UBOX5-AS1	0.104052026013007
LZTS3	0.0115057528764382
DDRGK1	0
ITPA	0
SLC4A11	0.0375187593796898
C20orf194	0
ATRN	0
GFRA4	0
ADAM33	0
SIGLEC1	0.00600300150075038
HSPA12B	0.00750375187593797
C20orf27	0.056528264132066
CENPB	0.00175087543771886
CDC25B	0
LINC01730	0.00550275137568784
AP5S1	0
MAVS	0.00375187593796898
PANK2	0.00475237618809405
RNF24	0
SMOX	0.00125062531265633
LINC01433	0.0817908954477239
ADRA1D	0
PRNP	0.00850425212606303
PRND	0
PRNT	0.087543771885943
RASSF2	0.182841420710355
SLC23A2	0.0812906453226613
TMEM230	0.0475237618809405
PCNA	0
CDS2	0.0222611305652826
PROKR2	0
LINC00658	0
LOC643406	0
LINC00654	0.0510255127563782
GPCPD1	0
SHLD1	0
CHGB	0
TRMT6	0
MCM8	0.143821910955478
MCM8-AS1	0
CRLS1	0
LRRN4	0
FERMT1	0
CASC20	0
LINC01713	0.00225112556278139
BMP2	0
LINC01428	0.0660330165082541
LINC01751	0
LINC01706	0.00375187593796898
HAO1	0.0220110055027514
TMX4	0
PLCB1	0.032016008004002
PLCB4	0.0170085042521261
LAMP5-AS1	0.0180090045022511
LAMP5	0
PAK5	0.0252626313156578
PARAL1	0
SNAP25-AS1	0
SNAP25	0.012256128064032
MKKS	0.0132566283141571
SLX4IP	0
JAG1	0.00650325162581291
LOC101929413	0
LINC02871	0.124062031015508
LOC339593	0.00325162581290645
LINC00687	0
BTBD3	0
LINC01722	0.0310155077538769
SPTLC3	0.0867933966983492
ISM1	0
TASP1	0
ESF1	0
NDUFAF5	0
SEL1L2	0
MACROD2	0.00350175087543772
MACROD2-IT1	0
MACROD2-AS1	0.0155077538769385
LOC613266	0.0275137568784392
KIF16B	0
SNRPB2	0
OTOR	0
PCSK2	0
BFSP1	0
DSTN	0.00850425212606303
RRBP1	0
BANF2	0.0215107553776888
SNX5	0.187593796898449
MGME1	0.0325162581290645
OVOL2	0
KAT14	0
ZNF133	0
LINC00851	0.0295147573786893
DZANK1	0
POLR3F	0
RBBP9	0.0585292646323162
SEC23B	0
DTD1	0
DTD1-AS1	0.0557778889444722
LINC00652	0
LINC00653	0
SCP2D1-AS1	0.0455227613806903
SLC24A3	0.0277638819409705
SLC24A3-AS1	0
RIN2	0.0117558779389695
NAA20	0.0397698849424712
CRNKL1	0.130815407703852
CFAP61	0
RALGAPA2	0
LINC00237	0
KIZ	0.0147573786893447
KIZ-AS1	0
XRN2	0.0572786393196598
NKX2-4	0
NKX2-2	0
LINC01727	0.120310155077539
LINC01726	0
PAX1	0.0080040020010005
