genes	pip
CCT8L2	0.0220110055027514
TPTEP1	0.0335167583791896
ANKRD62P1-PARP4P3	0
LINC01665	0
XKR3	0
GAB4	0
CECR7	0.0327663831915958
IL17RA	0.0895447723861931
TMEM121B	0.0672836418209105
LINC01664	0.0597798899449725
HDHD5	0
ADA2	0.00700350175087544
CECR3	0
CECR2	0
SLC25A18	0
ATP6V1E1	0.00500250125062531
BCL2L13	0.0662831415707854
BID	0.0200100050025013
LINC00528	0.00975487743871936
MICAL3	0.012256128064032
LINC01634	0.118809404702351
PEX26	0.00650325162581291
TUBA8	0
USP18	0.0337668834417209
LOC107987394	0.0257628814407204
DGCR5	0.0410205102551276
DGCR2	0.0212606303151576
DGCR11	0
ESS2	0.0175087543771886
GSC2	0.00125062531265633
LINC01311	0.0130065032516258
SLC25A1	0
CLTCL1	0.232366183091546
HIRA	0.0080040020010005
MRPL40	0.157328664332166
C22orf39	0.28664332166083
UFD1	0
CDC45	0.0252626313156578
SEPTIN5	0.036768384192096
TBX1	0
GNB1L	0
RTL10	0.0135067533766883
TXNRD2	0.00300150075037519
COMT	0
ARVCF	0
TANGO2	0.0347673836918459
DGCR8	0
TRMT2A	0.358929464732366
RANBP1	0.0230115057528764
ZDHHC8	0
CCDC188	0.0947973986993497
LOC284865	0.0230115057528764
RTN4R	0.0372686343171586
LOC107987389	0
SCARF2	0
PI4KA	0.0147573786893447
SERPIND1	0.016008004002001
LZTR1	0.0307653826913457
THAP7-AS1	0.872936468234117
GGT2	0.0315157578789395
HIC2	0.00225112556278139
PI4KAP2	0.160580290145073
UBE2L3	0.0612806403201601
SDF2L1	0.076288144072036
LOC107985532	0.00925462731365683
PPIL2	0.0512756378189095
YPEL1	0.0625312656328164
MAPK1	0
PPM1F	0
TOP3B	0
PRAMENP	0.00125062531265633
BMS1P20	0.00125062531265633
ZNF280B	0.00775387693846923
ZNF280A	0.0212606303151576
PRAME	0.0177588794397199
LL22NC03-63E9.3	0.0147573786893447
POM121L1P	0
GGTLC2	0.0302651325662831
MIR650	0
IGLL5	0.0777888944472236
RSPH14	0.0212606303151576
RAB36	0.0100050025012506
BCR	0
LINC02556	0.101800900450225
CES5AP1	0
ZDHHC8P1	0
FAM230I	0.0742871435717859
PCAT14	0.0120060030015008
IGLL1	0.0287643821910955
DRICH1	0
GUSBP11	0
RGL4	0.00325162581290645
ZNF70	0.048024012006003
VPREB3	0.028264132066033
C22orf15	0
CHCHD10	0.166333166583292
MMP11	0.0587793896948474
SMARCB1	0.0577788894447224
DERL3	0.0105052526263132
SLC2A11	0.0237618809404702
MIF-AS1	0
DDTL	0.203851925962981
DDT	0
GSTTP2	0
CABIN1	0.00550275137568784
SUSD2	0
GGT5	0
POM121L9P	0
SPECC1L-ADORA2A	0
ADORA2A-AS1	0.0217608804402201
UPB1	0.0255127563781891
GUCD1	0
SNRPD3	0.0087543771885943
GGT1	0.040520260130065
BCRP3	0
POM121L10P	0.192096048024012
PIWIL3	0.562031015507754
SGSM1	0
TMEM211	0
KIAA1671	0
KIAA1671-AS1	0.0150075037518759
CRYBB3	0
CRYBB2	0.0352676338169085
IGLL3P	0.0962981490745373
LRP5L	0.0907953976988494
CRYBB2P1	0.0142571285642821
GRK3	0.0115057528764382
MYO18B	0.0482741370685343
SEZ6L	0.262381190595298
ASPHD2	0.667583791895948
HPS4	0.148074037018509
SRRD	0
TFIP11	0.122061030515258
LOC100507599	0.060280140070035
TPST2	0.0227613806903452
MIR548J	0.00300150075037519
CRYBB1	0
CRYBA4	0.0202601300650325
MIAT	0.00600300150075038
MIATNB	0.705102551275638
LOC110091768	0.00550275137568784
LINC01422	0
LOC284898	0.0227613806903452
LINC01638	0.0407703851925963
LINC02554	0
MN1	0.01975987993997
PITPNB	0
TTC28-AS1	0
TTC28	0.0145072536268134
CHEK2	0
HSCB	0.00275137568784392
CCDC117	0.104302151075538
XBP1	0.00475237618809405
ZNRF3	0.023511755877939
ZNRF3-AS1	0.0185092546273137
C22orf31	0.0217608804402201
KREMEN1	0
EMID1	0
EWSR1	0.0297648824412206
AP1B1	0
RFPL1S	0
NEFH	0
THOC5	0
NIPSNAP1	0.0802901450725363
NF2	0.056528264132066
CABP7	0
ZMAT5	0.0390195097548774
ASCC2	0
MTMR3	0
HORMAD2-AS1	0.0440220110055028
HORMAD2	0
LIF-AS1	0.0132566283141571
LIF	0
OSM	0.0667833916958479
CASTOR1	0
TBC1D10A	0
SF3A1	0.00250125062531266
CCDC157	0
RNF215	0.0192596298149075
SEC14L2	0
LOC105372990	0.0182591295647824
SEC14L3	0.0610305152576288
SDC4P	0.0360180090045022
SEC14L4	0
SEC14L6	0.00100050025012506
GAL3ST1	0
PES1	0
TCN2	0
SLC35E4	0
OSBP2	0
LOC107985544	0.0147573786893447
MORC2	0.000750375187593797
TUG1	0
SMTN	0.0185092546273137
INPP5J	0.00250125062531266
PLA2G3	0.00600300150075038
RNF185	0
LIMK2	0
PIK3IP1	0
PATZ1	0.106553276638319
PIK3IP1-DT	0.0145072536268134
LINC01521	0.00450225112556278
DRG1	0
EIF4ENIF1	0
SFI1	0.0950475237618809
PISD	0
PRR14L	0
DEPDC5	0.0510255127563782
C22orf24	0.0810405202601301
YWHAH	0
LINC02558	0
SLC5A1	0
AP1B1P1	0
C22orf42	0
RFPL2	0
SLC5A4-AS1	0.0330165082541271
RFPL3	0.00400200100050025
RFPL3S	0
LOC339666	0
RTCB	0
BPIFC	0.132816408204102
FBXO7	0
SYN3	0
TIMP3	0.0212606303151576
LINC01640	0.0372686343171586
LARGE1	0.119809904952476
LARGE-AS1	0.0542771385692846
LINC02885	0
ISX	0
LINC01399	0.0377688844422211
HMGXB4	0.01975987993997
TOM1	0.0080040020010005
HMOX1	0
MCM5	0.312656328164082
RASD2	0.0525262631315658
MB	0
APOL6	0.00275137568784392
APOL5	0.00100050025012506
RBFOX2	0.133566783391696
APOL3	0
APOL4	0
APOL2	0
APOL1	0.0467733866933467
MYH9	0
TXN2	0
FOXRED2	0
EIF3D	0.172086043021511
CACNG2	0
LOC105373021	0
IFT27	0.0422711355677839
PVALB	0.13431715857929
NCF4-AS1	0
NCF4	0.0347673836918459
CSF2RB	0
LL22NC01-81G9.3	0
TEX33	0.0265132566283142
TST	0
MPST	0.0275137568784392
KCTD17	0
TMPRSS6	0
IL2RB	0.000500250125062531
C1QTNF6	0
SSTR3	0
RAC2	0.00375187593796898
CYTH4	0.171835917958979
LOC100506271	0.0170085042521261
ELFN2	0.024512256128064
MFNG	0
CARD10	0
CDC42EP1	0.00150075037518759
LGALS2	0
GGA1	0
SH3BP1	0
PDXP-DT	0.0120060030015008
PDXP	0.0080040020010005
LGALS1	0
NOL12	0.0170085042521261
TRIOBP	0
H1-0	0.0487743871935968
GCAT	0.00650325162581291
ANKRD54	0.0227613806903452
EIF3L	0
MICALL1	0.0447723861930965
C22orf23	0.0140070035017509
POLR2F	0
PICK1	0.0382691345672836
SLC16A8	0.0222611305652826
BAIAP2L2	0
PLA2G6	0
MAFF	0
TMEM184B	0.0415207603801901
TPTEP2-CSNK1E	0
TPTEP2	0.0467733866933467
KCNJ4	0.0370185092546273
KDELR3	0.00550275137568784
DDX17	0.0827913956978489
DMC1	0.110055027513757
FAM227A	0.0240120060030015
CBY1	0.0080040020010005
JOSD1	0.0597798899449725
GTPBP1	0
SUN2	0.035767883941971
DNAL4	0
NPTXR	0.0252626313156578
CBX6	0
APOBEC3B-AS1	0
APOBEC3C	0
APOBEC3D	0
APOBEC3F	0
APOBEC3G	0
APOBEC3H	0
CBX7	0.103551775887944
PDGFB	0
RPL3	0.0990495247623812
SYNGR1	0.0290145072536268
TAB1	0.0132566283141571
LOC100506472	0
MGAT3	0.0620310155077539
MGAT3-AS1	0.0527763881940971
MIEF1	0.0917958979489745
ATF4	0.0325162581290645
CACNA1I	0.0172586293146573
ENTHD1	0
GRAP2	0.0397698849424712
FAM83F	0.00650325162581291
TNRC6B	0
ADSL	0.0927963981990995
SGSM3	0.00325162581290645
MRTFA	0
MRTFA-AS1	0.0250125062531266
MCHR1	0.00400200100050025
SLC25A17	0
ST13	0
XPNPEP3	0.101800900450225
RBX1	0.0425212606303152
SNORD140	0.0412706353176588
EP300	0.00975487743871936
EP300-AS1	0
L3MBTL2	0.0145072536268134
L3MBTL2-AS1	0.0605302651325663
CHADL	0
RANGAP1	0.0157578789394697
ZC3H7B	0.0490245122561281
TEF	0
TOB2	0
ACO2	0.0865432716358179
POLR3H	0.0227613806903452
LOC105373044	0
CSDC2	0.0120060030015008
PMM1	0.00925462731365683
DESI1	0.00925462731365683
XRCC6	0
SNU13	0
C22orf46	0
MEI1	0.0100050025012506
CCDC134	0
SREBF2-AS1	0
SREBF2	0
SHISA8	0.00100050025012506
TNFRSF13C	0.0707853926963482
LINC00634	0.0142571285642821
SEPTIN3	0
WBP2NL	0.118809404702351
NAGA	0.0280140070035018
SMDT1	0
NDUFA6-DT	0.0257628814407204
CYP2D6	0
LOC101929829	0.032016008004002
CYP2D7	0.0130065032516258
TCF20	0
NFAM1	0.0352676338169085
SERHL	0
RRP7A	0
SERHL2	0.0605302651325663
RRP7BP	0
POLDIP3	0.0142571285642821
CYB5R3	0
A4GALT	0.0785392696348174
ARFGAP3	0.020760380190095
PACSIN2	0.0372686343171586
TTLL1-AS1	0.0225112556278139
TTLL1	0
BIK	0.0325162581290645
MCAT	0.00525262631315658
TSPO	0
TTLL12	0.0125062531265633
SCUBE1	0
SCUBE1-AS1	0
LINC01639	0
MPPED1	0.00750375187593797
EFCAB6-AS1	0.01975987993997
EFCAB6	0
SULT4A1	0.0412706353176588
PNPLA5	0.383691845922961
PNPLA3	0
SAMM50	0
PARVB	0
PARVG	0
SHISAL1	0.00450225112556278
LINC01656	0.0110055027513757
RTL6	0
LINC00207	0
LINC00229	0.0660330165082541
PRR5	0
PRR5-ARHGAP8	0
PHF21B	0
NUP50-DT	0.0607803901950975
NUP50	0
LOC105373064	0.0147573786893447
KIAA0930	0.0110055027513757
UPK3A	0.0247623811905953
FAM118A	0.087543771885943
SMC1B	0.0400200100050025
RIBC2	0.0732866433216608
FBLN1	0.0375187593796898
ATXN10	0.400950475237619
WNT7B	0.0627813906953477
LOC730668	0
LINC00899	0
PRR34	0
PRR34-AS1	0.092296148074037
LOC642648	0
