genes	pip
TUBB8	0.0825412706353177
ZMYND11	0.0157578789394697
DIP2C	0
DIP2C-AS1	0
LARP4B	0
LOC101927762	0
GTPBP4	0
IDI2	0.116808404202101
IDI2-AS1	0
IDI1	0
WDR37	0
LINC00200	0
ADARB2	0
ADARB2-AS1	0
LINC00700	0
LINC00701	0.127313656828414
LINC02645	0
LOC101927824	0
PFKP	0
PITRM1	0.0527763881940971
PITRM1-AS1	0.00500250125062531
LOC105376353	0
LOC105376360	0
LINC02669	0
KLF6	0
LOC101927964	0
LINC00702	0.00675337668834417
LINC00703	0.0965482741370685
MANCR	0
LINC00705	0.0810405202601301
AKR1E2	0
AKR1C6P	0
AKR1C1	0.00825412706353177
AKR1C2	0
AKR1C3	0.0305152576288144
AKR1C8P	0
AKR1C4	0
LINC02561	0
UCN3	0
TUBAL3	0.59479739869935
NET1	0
CALML3-AS1	0
ASB13	0
TASOR2	0.00825412706353177
GDI2	0.0340170085042521
ANKRD16	0.011255627813907
FBH1	0
IL15RA	0
IL2RA	0.00700350175087544
RBM17	0.0467733866933467
PFKFB3	0
LINC02649	0
LINC02656	0
PRKCQ	0
PRKCQ-AS1	0
LINC02648	0
LINP1	0
LINC00706	0
LINC00707	0
SFMBT2	0
ITIH5	0
ITIH2	0
KIN	0
ATP5F1C	0.257128564282141
TAF3	0.040520260130065
GATA3	0.0615307653826913
LINC00708	0.237618809404702
LOC105376398	0
LINC02676	0.106303151575788
LOC101928272	0
LINC02670	0
CELF2-DT	0
CELF2	0
SFTA1P	0.0315157578789395
LINC00710	0.0360180090045022
CELF2-AS2	0.118809404702351
CELF2-AS1	0.0430215107553777
USP6NL	0
ECHDC3	0.0225112556278139
PROSER2	0
PROSER2-AS1	0.0780390195097549
UPF2	0
DHTKD1	0
SEC61A2	0
NUDT5	0
CDC123	0.0667833916958479
CAMK1D	0.0275137568784392
CCDC3	0
OPTN	0
MCM10	0
UCMA	0.421710855427714
PHYH	0
SEPHS1	0
BEND7	0
PRPF18	0
FRMD4A	0
LOC101928453	0
MIR1265	0.0547773886943472
FAM107B	0
CDNF	0
HSPA14	0.0317658829414707
SUV39H2	0
DCLRE1C	0
MEIG1	0.0195097548774387
ACBD7-DCLRE1CP1	0.0462731365682841
RPP38	0
NMT2	0
FAM171A1	0
ITGA8	0
MINDY3	0
PTER	0
C1QL3	0
RSU1	0
CUBN	0
TRDMT1	0
VIM-AS1	0
VIM	0.0717858929464732
ST8SIA6	0
ST8SIA6-AS1	0
HACD1	0
STAM-AS1	0
STAM	0
TMEM236	0
MRC1	0
SLC39A12	0
SLC39A12-AS1	0
CACNB2	0
NSUN6	0
ARL5B	0
MALRD1	0
LOC101928834	0
PLXDC2	0
NEBL	0
LINC02643	0.0380190095047524
MIR1915HG	0
SKIDA1	0
MLLT10	0.0965482741370685
DNAJC1	0
LOC100130992	0
SPAG6	0
LOC100499489	0.00600300150075038
PIP4K2A	0
ARMC3	0
MSRB2	0
C10orf67	0.0195097548774387
OTUD1	0.153076538269135
KIAA1217	0.0490245122561281
ARHGAP21	0
PRTFDC1	0.01975987993997
ENKUR	0
THNSL1	0
LINC01516	0
GPR158-AS1	0.0300150075037519
GPR158	0
LINC00836	0
LOC101929073	0
MYO3A	0.0300150075037519
GAD2	0.0472736368184092
APBB1IP	0
FAM238A	0
FAM238B	0
PDSS1	0
ABI1	0
FAM238C	0
ANKRD26	0
YME1L1	0
MASTL	0
ACBD5	0
LRRC37A6P	0
ARMC4P1	0.00325162581290645
PTCHD3	0
RAB18	0
MKX	0
MKX-AS1	0
ARMC4	0
MPP7	0
LINC02652	0
WAC-AS1	0.0830415207603802
WAC	0
BAMBI	0
LINC01517	0
LINC00837	0
C10orf126	0
LYZL1	0.0695347673836918
SVIL-AS1	0
SVIL	0.01975987993997
JCAD	0
LOC101929279	0
MTPAP	0
GOLGA2P6	0
MAP3K8	0
LYZL2	0
SVIL2P	0.0737868934467234
ZNF438	0.0672836418209105
LINC02664	0
ZEB1-AS1	0.149324662331166
ZEB1	0
ARHGAP12	0
KIF5B	0
EPC1	0
LOC102031319	0
LOC101929431	0
CCDC7	0
ITGB1	0
IATPR	0
NRP1	0.164832416208104
LINC00838	0
PARD3	0
CUL2	0
CREM	0.0170085042521261
CCNY	0
GJD4	0
PCAT5	0
ANKRD30A	0
LINC00993	0
MTRNR2L7	0
ZNF248	0
ZNF25	0
ZNF33A	0
ZNF37A	0
CCNYL4	0.011255627813907
HSD17B7P2	0
SEPTIN7P9	0
LINC00999	0
ACTR3BP5	0
LOC441666	0
CCNYL2	0
LINC00839	0
ZNF37BP	0
ZNF33B	0
LINC01518	0
LOC283028	0.00750375187593797
LOC105378269	0.0967983991995998
BMS1	0
LINC02623	0.0347673836918459
LINC01264	0
RET	0
CSGALNACT2	0
RASGEF1A	0.0435217608804402
FXYD4	0.0295147573786893
HNRNPF	0
SNORD3J	0.198099049524762
ZNF487	0
ZNF239	0.00675337668834417
ZNF485	0
ZNF32-AS3	0.0585292646323162
LINC02658	0
HNRNPA3P1	0
LINC00619	0
LINC00840	0
LINC00841	0.0080040020010005
LINC02881	0.0157578789394697
CXCL12	0
TMEM72-AS1	0
RASSF4	0
DEPP1	0.0230115057528764
ZNF22-AS1	0
ZNF22	0
RSU1P2	0
ANKRD30BP3	0
OR13A1	0.0382691345672836
ALOX5	0
LOC102724323	0
MARCHF8	0.0267633816908454
ZFAND4	0.00950475237618809
AGAP10P	0.0445222611305653
WASHC2C	0
FAM25E	0
AGAP4	0
SHLD2P1	0.0867933966983492
LOC102724488	0
LINC00842	0
ANTXRLP1	0
LOC105378577	0
ANTXRL	0
FAM25BP	0
BMS1P2-AGAP9	0
ANXA8	0
LOC107001062	0
ZNF488	0
RBP3	0.035767883941971
GDF10	0
PTPN20	0.00550275137568784
FRMPD2B	0
BMS1P1	0
GLUD1P2	0
AGAP12P	0.00600300150075038
FRMPD2	0
MAPK8	0.0865432716358179
ARHGAP22	0
WDFY4	0
LRRC18	0.122061030515258
VSTM4	0
FAM170B-AS1	0
TMEM273	0
C10orf71-AS1	0
C10orf71	0
DRGX	0
ERCC6	0.0295147573786893
CHAT	0.0200100050025013
SLC18A3	0
C10orf53	0.00300150075037519
OGDHL	0
PARG	0
TIMM23B-AGAP6	0
FAM21EP	0.0217608804402201
WASHC2A	0
ASAH2	0.175087543771886
SGMS1	0
ASAH2B	0
A1CF	0.0732866433216608
PRKG1	0
LOC102724719	0
CSTF2T	0
PRKG1-AS1	0
LNCAROD	0
LOC105378305	0
MBL2	0.023511755877939
PCDH15	0.067783891945973
LOC105378311	0.170085042521261
ZWINT	0
MIR3924	0
IPMK	0
CISD1	0
LOC112268068	0.0560280140070035
UBE2D1	0.0830415207603802
TFAM	0.055527763881941
BICC1	0
LINC00844	0
PHYHIPL	0
FAM13C	0.0325162581290645
