genes	pip
LOC101927506	0
RPL23AP53	0
ZNF596	0.083791895947974
FAM87A	0.00300150075037519
FBXO25	0
TDRP	0.03951975987994
ERICH1	0
DLGAP2	0.00350175087543772
LOC105377777	0.0400200100050025
LOC286083	0
DLGAP2-AS1	0
LOC101927752	0
CLN8	0
MIR596	0.196098049024512
ARHGEF10	0.172836418209105
LOC101928058	0.024512256128064
KBTBD11-OT1	0
KBTBD11	0.0570285142571286
MYOM2	0.0880440220110055
LOC101927815	0.0117558779389695
LOC105377785	0.0212606303151576
CSMD1	0
LOC100287015	0.0192596298149075
MCPH1	0.0157578789394697
ANGPT2	0.00175087543771886
MCPH1-AS1	0
AGPAT5	0
XKR5	0
GS1-24F4.2	0
DEFB1	0.0147573786893447
DEFA6	0
DEFA4	0.160830415207604
DEFA8P	0
DEFA9P	0
LOC101928095	0
FAM66B	0
FAM86B3P	0
PRAG1	0
CLDN23	0
MFHAS1	0
ERI1	0
PPP1R3B	0.0322661330665333
LOC101929128	0
LOC157273	0
TNKS	0
MSRA	0.05927963981991
LINCR-0001	0
PRSS55	0.0595297648824412
RP1L1	0
C8orf74	0
SOX7	0
LOC102723313	0.00225112556278139
PINX1	0.0267633816908454
XKR6	0
LOC101929269	0.0325162581290645
MTMR9	0
SLC35G5	0.0520260130065033
TDH	0.0702851425712856
FAM167A-AS1	0
FAM167A	0.0200100050025013
BLK	0
GATA4	0
C8orf49	0.00350175087543772
NEIL2	0
FDFT1	0
CTSB	0
DEFB136	0
DEFB135	0.0347673836918459
DEFB134	0
LOC729732	0
LONRF1	0.00475237618809405
LOC340357	0
LINC00681	0
TRMT9B	0
DLC1	0
LOC102725080	0
SGCZ	0.142071035517759
TUSC3	0
MSR1	0
FGF20	0.0557778889444722
MICU3	0.0087543771885943
ZDHHC2	0
CNOT7	0
VPS37A	0
MTMR7	0
SLC7A2	0.00675337668834417
PDGFRL	0.0132566283141571
MTUS1	0
FGL1	0.0152576288144072
PCM1	0
ASAH1	0
LOC101929066	0
NAT1	0.0145072536268134
NAT2	0.00200100050025012
PSD3	0
LOC100128993	0.0570285142571286
SH2D4A	0
CSGALNACT1	0
INTS10	0.0107553776888444
LPL	0
SLC18A1	0
ATP6V1B2	0
LZTS1	0.00900450225112556
LZTS1-AS1	0.100550275137569
LOC102467222	0.00475237618809405
LINC02153	0.00225112556278139
LOC101929172	0
GFRA2	0
DOK2	0
XPO7	0.197098549274637
NPM2	0
FGF17	0
DMTN	0
FAM160B2	0
NUDT18	0
HR	0.0477738869434717
REEP4	0
LGI3	0
SFTPC	0
BMP1	0
PHYHIP	0
POLR3D	0
LOC100507071	0
PIWIL2	0
SLC39A14	0.00225112556278139
PPP3CC	0
SORBS3	0.0750375187593797
PDLIM2	0
C8orf58	0
CCAR2	0
BIN3	0.00825412706353177
EGR3	0
PEBP4	0.0685342671335668
LOC101929237	0
RHOBTB2	0
TNFRSF10B	0
LOC286059	0
LOC254896	0
TNFRSF10C	0
TNFRSF10D	0
TNFRSF10A	0.0477738869434717
LOC389641	0
CHMP7	0
R3HCC1	0
LOXL2	0.0185092546273137
LOC100507156	0
ENTPD4	0.0215107553776888
SLC25A37	0
NKX3-1	0
NKX2-6	0.122061030515258
STC1	0.00100050025012506
LOC101929294	0.016008004002001
ADAMDEC1	0
ADAM7	0
NEFM	0
NEFL	0
DOCK5	0.0322661330665333
LOC105379331	0.203351675837919
GNRH1	0
KCTD9	0.00350175087543772
CDCA2	0
EBF2	0
PPP2R2A	0
SDAD1P1	0
BNIP3L	0.0992996498249125
PNMA2	0.0482741370685343
DPYSL2	0
ADRA1A	0.0270135067533767
MIR548H4	0
STMN4	0
TRIM35	0.23911955977989
PTK2B	0
CHRNA2	0
EPHX2	0.0225112556278139
CLU	0
SCARA3	0.0167583791895948
CCDC25	0
ESCO2	0
PBK	0
SCARA5	0
NUGGC	0
ELP3	0
PNOC	0
ZNF395	0
FBXO16	0.00325162581290645
FZD3	0
EXTL3-AS1	0
EXTL3	0.0132566283141571
INTS9	0.012256128064032
HMBOX1	0.0750375187593797
KIF13B	0
DUSP4	0
LINC00589	0
LINC02099	0
LOC101929470	0
LINC02209	0
SARAF	0
LEPROTL1	0
MBOAT4	0.0457728864432216
DCTN6	0.0407703851925963
RBPMS-AS1	0.0152576288144072
RBPMS	0
GTF2E2	0
GSR	0
UBXN8	0
PPP2CB	0
TEX15	0.0407703851925963
PURG	0
WRN	0
NRG1	0.240870435217609
NRG1-IT1	0.00400200100050025
FUT10	0.145822911455728
MAK16	0
TTI2	0
RNF122	0
DUSP26	0.0570285142571286
LINC01288	0.0080040020010005
UNC5D	0
LOC101929550	0
KCNU1	0
MIR1268A	0
LINC01605	0.401450725362681
ZNF703	0.0327663831915958
LOC101929622	0.000500250125062531
ERLIN2	0
PLPBP	0
ADGRA2	0
BRF2	0.0415207603801901
RAB11FIP1	0.0355177588794397
GOT1L1	0.0792896448224112
EIF4EBP1	0
ASH2L	0
STAR	0.0222611305652826
LSM1	0
BAG4	0.0782891445722861
DDHD2	0
NSD3	0.0577788894447224
LETM2	0.0370185092546273
FGFR1	0.0485242621310655
C8orf86	0.0110055027513757
RNF5P1	0
TACC1	0
PLEKHA2	0.000250125062531266
HTRA4	0
ADAM9	0
ADAM32	0
ADAM5	0
LOC100130964	0
ADAM18	0.00625312656328164
ADAM2	0
IDO1	0.00500250125062531
IDO2	0
SIRLNT	0
ZMAT4	0.00775387693846923
SFRP1	0
GOLGA7	0.096048024012006
GINS4	0.159829914957479
LOC102723729	0.0152576288144072
GPAT4	0
ANK1	0
KAT6A	0
LOC105379393	0
AP3M2	0
PLAT	0
LOC101929897	0
IKBKB	0
POLB	0.0627813906953477
DKK4	0
VDAC3	0
SLC20A2	0
SMIM19	0
CHRNB3	0
CHRNA6	0
THAP1	0
RNF170	0.0665332666333167
HOOK3	0.0110055027513757
FNTA	0
POMK	0.0552776388194097
HGSNAT	0
POTEA	0
ASNSP1	0
LINC00293	0.0170085042521261
LOC100287846	0
SPIDR	0
PRKDC	0.0152576288144072
MCM4	0
UBE2V2	0
LOC101929268	0
EFCAB1	0
SNAI2	0
PPDPFL	0
LOC100507464	0
SNTG1	0
PXDNL	0
PCMTD1	0.00500250125062531
ST18	0
LOC101929341	0
ALKAL1	0
RB1CC1	0.00225112556278139
NPBWR1	0
OPRK1	0.0102551275637819
LOC100507516	0
ATP6V1H	0.044272136068034
RGS20	0
TCEA1	0
LYPLA1	0
MRPL15	0.0365182591295648
RNU105C	0
SOX17	0.055527763881941
RP1	0
XKR4	0
SBF1P1	0
TMEM68	0
TGS1	0.011255627813907
LYN	0
RPS20	0
PLAG1	0.0470235117558779
CHCHD7	0
SDR16C5	0
SDR16C6P	0.0317658829414707
LOC101929415	0
LINC00968	0.0177588794397199
BPNT2	0
LINC01606	0
LOC286177	0.0505252626313157
LINC00588	0
LOC101929488	0
LOC286178	0
LINC01602	0.0520260130065033
FAM110B	0.0140070035017509
LOC101929528	0
UBXN2B	0
CYP7A1	0
SDCBP	0
NSMAF	0.00275137568784392
TOX	0.210855427713857
LOC100505501	0
CA8	0
LINC01301	0
RAB2A	0
CHD7	0
CLVS1	0
ASPH	0
NKAIN3	0.0650325162581291
GGH	0
TTPA	0.0637818909454727
YTHDF3	0.00550275137568784
LOC102724612	0
LINC01289	0
LINC01414	0
MIR124-2HG	0
LOC401463	0
BHLHE22	0.0202601300650325
CYP7B1	0
LINC00251	0
LINC01299	0.0170085042521261
ARMC1	0
MTFR1	0
PDE7A	0.166333166583292
DNAJC5B	0
TRIM55	0
CRH	0.0130065032516258
LINC00967	0
RRS1-AS1	0.133316658329165
ADHFE1	0.0782891445722861
VXN	0.0350175087543772
MYBL1	0.00175087543771886
VCPIP1	0
C8orf44	0.0685342671335668
C8orf44-SGK3	0
MCMDC2	0.0185092546273137
TCF24	0.0742871435717859
PPP1R42	0.011255627813907
COPS5	0
CSPP1	0
ARFGEF1	0.0652826413206603
LOC102724708	0
CPA6	0.168084042021011
PREX2	0.0742871435717859
C8orf34-AS1	0
C8orf34	0
LINC01592	0
LINC01603	0
SULF1	0
SLCO5A1	0
PRDM14	0.317658829414707
NCOA2	0
LOC101926892	0
TRAM1	0
LACTB2-AS1	0.0327663831915958
XKR9	0
EYA1	0
MSC-AS1	0
TRPA1	0
LOC392232	0
KCNB2	0
LOC101926908	0
TERF1	0
SBSPON	0
C8orf89	0.0745372686343172
RPL7	0
RDH10	0.146823411705853
RDH10-AS1	0
STAU2	0
STAU2-AS1	0
UBE2W	0.0990495247623812
ELOC	0
TMEM70	0
LY96	0.138569284642321
JPH1	0.00750375187593797
GDAP1	0.18184092046023
MIR2052HG	0.0152576288144072
PI15	0.036768384192096
CRISPLD1	0
CASC9	0
HNF4G	0
LINC01111	0.0490245122561281
ZFHX4-AS1	0
ZFHX4	0
MIR3149	0
PEX2	0
LOC102724874	0.0217608804402201
PKIA	0.028264132066033
PKIA-AS1	0.0745372686343172
ZC2HC1A	0.0767883941970986
LOC101241902	0
IL7	0
LINC02605	0
MIR12123	0
STMN2	0.00225112556278139
LOC101927040	0
MRPS28	0
TPD52	0.0110055027513757
ZBTB10	0
ZNF704	0.0717858929464732
PAG1	0.0870435217608804
FABP5	0.027263631815908
PMP2	0
FABP9	0
FABP12	0
IMPA1P1	0
IMPA1	0
ZFAND1	0
CHMP4C	0
SNX16	0.0322661330665333
LOC101927141	0.0617808904452226
LINC01419	0.00250125062531266
RALYL	0
LRRCC1	0.0650325162581291
LOC102723322	0.0287643821910955
E2F5	0
CA13	0
CA1	0
CA3-AS1	0
CA2	0
REXO1L2P	0
PSKH2	0
ATP6V0D2	0
SLC7A13	0
WWP1	0
RMDN1	0
CPNE3	0
CNGB3	0.0980490245122561
CNBD1	0.252376188094047
DCAF4L2	0
MMP16	0
LOC101929709	0
RIPK2	0
OSGIN2	0
NBN	0
DECR1	0.0662831415707854
CALB1	0
LINC00534	0
LINC01030	0.0312656328164082
TMEM64	0
NECAB1	0
C8orf88	0.00125062531265633
PIP4P2	0
OTUD6B-AS1	0
OTUD6B	0
LRRC69	0
SLC26A7	0
RUNX1T1	0
LOC102724710	0.0180090045022511
FLJ46284	0.0632816408204102
TRIQK	0
C8orf87	0
LINC00535	0
CIBAR1	0.0665332666333167
RBM12B	0
TMEM67	0
PDP1	0
CDH17	0
GEM	0
RAD54B	0.0425212606303152
VIRMA	0
LOC100288748	0
ESRP1	0
DPY19L4	0
INTS8	0.0315157578789395
CCNE2	0.0650325162581291
NDUFAF6	0
TP53INP1	0
MIR3150BHG	0
PLEKHF2	0
LINC01298	0.0805402701350675
C8orf37	0.0560280140070035
C8orf37-AS1	0
GDF6	0.0237618809404702
UQCRB	0
MTERF3	0
PTDSS1	0
LOC102724804	0
SDC2	0
CPQ	0
LOC101927066	0.0705352676338169
MTDH	0.0387693846923462
LAPTM4B	0
MATN2	0
RPL30	0.0540270135067534
ERICH5	0
RIDA	0
POP1	0
NIPAL2	0
KCNS2	0
STK3	0
VPS13B	0.101050525262631
COX6C	0
RGS22	0
FBXO43	0
POLR2K	0.0255127563781891
SPAG1	0.0970485242621311
RNF19A	0
ANKRD46	0
SNX31	0
PABPC1	0
YWHAZ	0
FLJ42969	0
ZNF706	0
GRHL2	0
NCALD	0
LOC104054148	0
RRM2B	0
UBR5-AS1	0.0780390195097549
UBR5	0.0810405202601301
LOC105375683	0
ODF1	0.0825412706353177
KLF10	0.0210105052526263
LOC101927245	0
GASAL1	0
AZIN1	0
MAILR	0.012256128064032
ATP6V1C1	0.0277638819409705
LINC01181	0
BAALC	0.0417708854427214
BAALC-AS1	0
LOC105369147	0
FZD6	0
CTHRC1	0
SLC25A32	0
DCAF13	0.0285142571285643
LOC105375690	0.0285142571285643
RIMS2	0
DCSTAMP	0.00500250125062531
DPYS	0
LRP12	0
ZFPM2	0.0550275137568784
ZFPM2-AS1	0
OXR1	0
ABRA	0
ANGPT1	0
RSPO2	0
EIF3E	0.0957978989494747
EMC2	0.0080040020010005
TRHR	0
NUDCD1	0
ENY2	0
PKHD1L1	0
EBAG9	0
SYBU	0
LOC100132813	0.15807903951976
KCNV1	0.418209104552276
LINC01608	0
LINC01609	0
LINC02237	0
CSMD3	0.0072536268134067
TRPS1	0
LINC00536	0
EIF3H	0
UTP23	0.0170085042521261
RAD21	0.0542771385692846
RAD21-AS1	0
AARD	0.00300150075037519
SLC30A8	0
MED30	0.0170085042521261
EXT1	0
SAMD12	0.187343671835918
SAMD12-AS1	0.101550775387694
TNFRSF11B	0.147073536768384
COLEC10	0
