genes	pip
ZNF718	0
ZNF876P	0
ZNF732	0
ZNF141	0
ABCA11P	0
ZNF721	0
PIGG	0
PDE6B	0.0452726363181591
MYL5	0
SLC49A3	0
PCGF3	0
LOC100129917	0.00950475237618809
CPLX1	0.0305152576288144
GAK	0
TMEM175	0.00975487743871936
DGKQ	0.01975987993997
SLC26A1	0
IDUA	0
FGFRL1	0.0872936468234117
RNF212	0
LOC105374344	0
SPON2	0
LOC100130872	0
CTBP1-AS	0
CTBP1	0
MAEA	0
UVSSA	0
NKX1-1	0
FAM53A	0.125312656328164
SLBP	0
TMEM129	0.0225112556278139
TACC3	0
FGFR3	0
LETM1	0
NSD2	0.0145072536268134
NELFA	0
NAT8L	0
POLN	0
MXD4	0.076288144072036
ZFYVE28	0
CFAP99	0
RNF4	0.0385192596298149
FAM193A	0
TNIP2	0.0182591295647824
SH3BP2	0
ADD1	0
NOP14-AS1	0
NOP14	0
GRK4	0.0525262631315658
HTT-AS	0
HTT	0.0660330165082541
MSANTD1	0
RGS12	0
HGFAC	0
DOK7	0
LRPAP1	0
LINC00955	0
LINC02171	0
ADRA2C	0
FAM86EP	0
OTOP1	0
TMEM128	0.00825412706353177
LYAR	0
ZBTB49	0
NSG1	0
STX18	0
STX18-IT1	0
STX18-AS1	0
LOC101928279	0
LINC01396	0.0290145072536268
MSX1	0
LOC101928306	0
CYTL1	0
STK32B	0
EVC2	0
EVC	0
CRMP1	0.016008004002001
MIR378D1	0
C4orf50	0
JAKMIP1	0
LINC02495	0
WFS1	0
PPP2R2C	0
MAN2B2	0
LINC02482	0
LOC93622	0.0200100050025013
LINC02481	0
S100P	0
MRFAP1L1	0
KIAA0232	0.0145072536268134
TBC1D14	0
LOC100129931	0
TADA2B	0
GRPEL1	0
LINC02447	0
SORCS2	0.032016008004002
PSAPL1	0
AFAP1-AS1	0
AFAP1	0
ABLIM2	0.0727863931965983
SH3TC1	0
HTRA3	0
LINC02517	0
ACOX3	0
TRMT44	0
GPR78	0
CPZ	0
HMX1	0
USP17L10	0
USP17L13	0
USP17L15	0
USP17L19	0
USP17L9P	0
USP17L6P	0
DEFB131A	0
MIR548I2	0
DRD5	0
SLC2A9	0.0935467733866933
WDR1	0
ZNF518B	0
CLNK	0
HS3ST1	0
LINC02360	0
LINC02270	0
RAB28	0
LINC01097	0
NKX3-2	0
LINC01096	0.0267633816908454
BOD1L1	0
LINC01182	0
LINC01085	0.14032016008004
LINC00504	0.0255127563781891
CPEB2-DT	0
C1QTNF7-AS1	0
C1QTNF7	0
CC2D2A	0
FBXL5	0
FAM200B	0
BST1	0
CD38	0.0087543771885943
FGFBP2	0
PROM1	0
TAPT1	0
TAPT1-AS1	0
LDB2	0
LINC02493	0
QDPR	0
CLRN2	0
LAP3	0
MED28	0
FAM184B	0
DCAF16	0
NCAPG	0
LCORL	0
SLIT2	0.00475237618809405
PACRGL	0
KCNIP4	0
LOC105374516	0
KCNIP4-IT1	0.0107553776888444
LOC100505912	0
ADGRA3	0.0425212606303152
GBA3	0.0335167583791896
PPARGC1A	0.0662831415707854
MIR573	0
DHX15	0
SOD3	0
CCDC149	0.205352676338169
LGI2	0.0702851425712856
SEPSECS	0
SEPSECS-AS1	0
PI4K2B	0.161330665332666
ZCCHC4	0
ANAPC4	0.0745372686343172
LOC101929161	0
SLC34A2	0
SEL1L3	0
SMIM20	0.01975987993997
RBPJ	0
CCKAR	0
TBC1D19	0
STIM2	0
LINC02261	0
LINC02364	0
LINC02472	0
PCDH7	0.0570285142571286
LINC02497	0
LINC02501	0.00350175087543772
LINC02506	0.124312156078039
LINC02353	0.03951975987994
LOC101928622	0
LINC02484	0.0557778889444722
ARAP2	0
LOC439933	0
DTHD1	0
LINC02505	0.0492746373186593
LINC02616	0
NWD2	0.240620310155078
C4orf19	0
RELL1	0.0267633816908454
PGM2	0
TBC1D1	0
LINC02513	0.16608304152076
LINC01258	0
LINC02278	0
KLF3-AS1	0
KLF3	0.0267633816908454
TLR10	0
TLR1	0
TLR6	0
FAM114A1	0
TMEM156	0
KLHL5	0
WDR19	0
RFC1	0
KLB	0
LIAS	0
LOC401127	0
UGDH	0
UGDH-AS1	0
SMIM14	0.0532766383191596
UBE2K	0
PDS5A	0
LOC344967	0
N4BP2	0
RHOH	0
LINC02265	0
CHRNA9	0
RBM47	0
NSUN7	0
APBB2	0.0447723861930965
UCHL1-AS1	0
UCHL1	0
LIMCH1	0
PHOX2B	0.092296148074037
LINC00682	0.0635317658829415
TMEM33	0
DCAF4L1	0
SLC30A9	0
BEND4	0
LOC105374428	0.216858429214607
SHISA3	0
ATP8A1	0
GRXCR1	0
LINC02383	0
LINC02475	0
KCTD8	0.0280140070035018
YIPF7	0
GUF1	0.0195097548774387
GNPDA2	0.0477738869434717
GABRG1	0
GABRA2	0
COX7B2	0
GABRA4	0
GABRB1	0
COMMD8	0
ATP10D	0
CORIN	0
LOC101927179	0
NFXL1	0
LOC101927157	0
CNGA1	0.0285142571285643
NIPAL1	0.118059029514757
TXK	0
TEC	0
SLAIN2	0.386693346673337
SLC10A4	0
FRYL	0
OCIAD1	0.0205102551275638
OCIAD1-AS1	0
OCIAD2	0
CWH43	0
DCUN1D4	0
LRRC66	0
SGCB	0
LINC02480	0
SPATA18	0
USP46	0
DANCR	0.00775387693846923
ERVMER34-1	0
LINC01618	0
RASL11B	0
SCFD2	0
FIP1L1	0
LNX1	0
LNX1-AS1	0
LNX1-AS2	0.0372686343171586
LOC100506444	0
CHIC2	0.056528264132066
PDGFRA	0
LINC02283	0.00425212606303152
LINC02260	0
KIT	0
KDR	0
SRD5A3	0.0412706353176588
SRD5A3-AS1	0
TMEM165	0
CLOCK	0
PDCL2	0
NMU	0.0200100050025013
EXOC1L	0
EXOC1	0
CEP135	0
CRACD	0
AASDH	0.0277638819409705
PPAT	0.165582791395698
PAICS	0
SRP72	0.0345172586293147
ARL9	0
THEGL	0
HOPX	0.00250125062531266
SPINK2	0.231865932966483
REST	0
NOA1	0
POLR2B	0
IGFBP7	0
IGFBP7-AS1	0.117058529264632
LINC02380	0
LINC02494	0
LINC02429	0.024512256128064
