genes	pip
LINC00417	0.0562781390695348
ANKRD20A9P	0.152576288144072
LINC00408	0.0360180090045022
LINC00442	0.126063031515758
LOC107984132	0.0222611305652826
TUBA3C	0
LOC101928697	0.0310155077538769
ANKRD26P3	0.0832916458229115
LINC00421	0
TPTE2	0.0117558779389695
MPHOSPH8	0.0172586293146573
PSPC1	0
ZMYM5	0
ZMYM2	0
GJA3	0
GJB2	0.000750375187593797
GJB6	0
CRYL1	0
IFT88	0.0250125062531266
IL17D	0.0162581290645323
EEF1AKMT1	0
XPO4	0.0702851425712856
LINC00367	0.176838419209605
LATS2	0.0332666333166583
SAP18	0.0080040020010005
SKA3	0.0337668834417209
MRPL57	0.111805902951476
LOC101928764	0
MIPEPP3	0
ZDHHC20	0.0375187593796898
MICU2	0
FGF9	0
LINC00424	0
LINC00540	0
LINC00621	0.25687843921961
BASP1P1	0
SGCG	0
SACS	0
SACS-AS1	0.290395197598799
LINC00327	0.0390195097548774
TNFRSF19	0.0182591295647824
MIPEP	0.0087543771885943
C1QTNF9B	0.01975987993997
ANKRD20A19P	0.0345172586293147
SPATA13	0.012256128064032
C1QTNF9	0.0402701350675338
LINC00566	0
PARP4	0
LOC105370295	0.00225112556278139
TPTE2P6	0
ATP12A	0.0140070035017509
RNF17	0.0140070035017509
CENPJ	0
TPTE2P1	0
PABPC3	0.0117558779389695
AMER2	0.0342671335667834
LINC00463	0.0190095047523762
LINC01053	0.028264132066033
MTMR6	0
NUP58	0.0502751375687844
ATP8A2	0.00475237618809405
SHISA2	0.092296148074037
LINC00415	0
RNF6	0
CDK8	0
WASF3	0.0547773886943472
GPR12	0.00750375187593797
USP12	0.0142571285642821
USP12-AS1	0
USP12-AS2	0.0285142571285643
LINC00412	0.143071535767884
GTF3A	0.0147573786893447
MTIF3	0
LNX2	0
POLR1D	0.107303651825913
PLUT	0.00850425212606303
PDX1	0
CDX2	0.0537768884442221
URAD	0.0352676338169085
FLT3	0
PAN3-AS1	0.088544272136068
PAN3	0
FLT1	0.0440220110055028
POMP	0.0345172586293147
SLC46A3	0.0610305152576288
MTUS2	0
MTUS2-AS1	0
SLC7A1	0
LOC102723345	0
UBL3	0.0545272636318159
LINC00297	0
LINC00572	0
LINC00544	0.0150075037518759
LINC00365	0
LINC00384	0.0255127563781891
KATNAL1	0.0237618809404702
LINC00426	0.454227113556778
UBE2L5	0
HMGB1	0
USPL1	0
ALOX5AP	0.0435217608804402
LINC00398	0
TEX26-AS1	0.0647823911955978
TEX26	0.0107553776888444
HSPH1	0
B3GLCT	0
RXFP2	0.143071535767884
EEF1DP3	0.0722861430715358
FRY-AS1	0.0125062531265633
FRY	0
ZAR1L	0.0155077538769385
BRCA2	0.0397698849424712
N4BP2L1	0
N4BP2L2	0.122311155577789
PDS5B	0
LINC00423	0
KL	0.0310155077538769
STARD13	0.0177588794397199
RFC3	0.0165082541270635
LINC02343	0.0132566283141571
LINC00457	0
NBEA	0.0450225112556278
LINC00445	0
DCLK1	0.05927963981991
CCDC169-SOHLH2	0.0137568784392196
CCDC169	0
SPART	0.0730365182591296
SPART-AS1	0.064032016008004
CCNA1	0
SERTM1	0
RFXAP	0.00925462731365683
SMAD9	0
ALG5	0
EXOSC8	0.0157578789394697
SUPT20H	0
CSNK1A1L	0.0142571285642821
LINC01048	0
LINC00547	0.0635317658829415
POSTN	0.0117558779389695
TRPC4	0
LINC00571	0
UFM1	0.101050525262631
LINC00437	0.0842921460730365
FREM2	0.00925462731365683
FREM2-AS1	0.1008004002001
STOML3	0.0767883941970986
PROSER1	0
NHLRC3	0
LHFPL6	0.157578789394697
COG6	0
LINC00332	0
LINC00548	0.00775387693846923
LINC00598	0
FOXO1	0.0232616308154077
MRPS31	0
SLC25A15	0
TPTE2P5	0
ELF1	0
WBP4	0
LOC101929140	0.000500250125062531
MTRF1	0
NAA16	0
OR7E37P	0
RGCC	0
VWA8	0
VWA8-AS1	0
DGKH	0
AKAP11	0.121310655327664
LINC02341	0.0767883941970986
TNFSF11	0
FAM216B	0
LINC01050	0.0422711355677839
LINC00428	0
EPSTI1	0.0182591295647824
DNAJC15	0.192346173086543
LINC00400	0.0225112556278139
ENOX1	0.0685342671335668
ENOX1-AS2	0
CCDC122	0.0167583791895948
LACC1	0
NRAD1	0.0205102551275638
SMIM2-IT1	0.0457728864432216
SERP2	0
TUSC8	0.106553276638319
TSC22D1	0
TSC22D1-AS1	0
LINC00407	0
LINC00330	0.00600300150075038
NUFIP1	0
GPALPP1	0.048024012006003
LOC101929259	0.00600300150075038
GTF2F2	0
TPT1	0
TPT1-AS1	0.169334667333667
SLC25A30	0.0460230115057529
COG3	0.0390195097548774
ERICH6B	0.0155077538769385
LINC01055	0
CBY2	0
SIAH3	0.00600300150075038
ZC3H13	0.103551775887944
CPB2-AS1	0
CPB2	0
LCP1	0
LRRC63	0.0205102551275638
LINC00563	0.055527763881941
RUBCNL	0.0187593796898449
LINC01198	0.0072536268134067
LOC112268117	0.00425212606303152
LRCH1	0.0620310155077539
ESD	0.0142571285642821
HTR2A	0.197098549274637
HTR2A-AS1	0
LINC00562	0.0287643821910955
SUCLA2	0.0547773886943472
NUDT15	0
MED4	0.0325162581290645
ITM2B	0.167333666833417
RB1	0
LPAR6	0
RCBTB2	0.0120060030015008
LINC00462	0.0927963981990995
CYSLTR2	0.00275137568784392
FNDC3A	0.00150075037518759
MLNR	0.137318659329665
LOC105370203	0.0440220110055028
CDADC1	0
CAB39L	0.00100050025012506
RCBTB1	0
ARL11	0.100300150075038
EBPL	0
KPNA3	0.0180090045022511
CTAGE10P	0
SPRYD7	0
DLEU2	0
DLEU1	0.0275137568784392
DLEU7	0
DLEU7-AS1	0.000500250125062531
RNASEH2B-AS1	0
RNASEH2B	0.101550775387694
GUCY1B2	0.0237618809404702
C13orf42	0
FAM124A	0.0327663831915958
SERPINE3	0
INTS6	0.0132566283141571
INTS6-AS1	0
WDFY2	0.0530265132566283
DHRS12	0.0595297648824412
TMEM272	0.0130065032516258
CCDC70	0
ATP7B	0.00750375187593797
ALG11	0.0665332666333167
NEK5	0.0117558779389695
LOC101929657	0
NEK3	0
MRPS31P5	0.00350175087543772
THSD1	0.0260130065032516
VPS36	0.012256128064032
CKAP2	0
TPTE2P3	0
HNRNPA1L2	0.0180090045022511
SUGT1	0.0145072536268134
CNMD	0
PCDH8	0.0325162581290645
OLFM4	0.00175087543771886
LINC01065	0.2056028014007
LINC00558	0.00650325162581291
LINC00458	0.0240120060030015
MIR5007	0
PCDH17	0.0370185092546273
LINC02338	0.412206103051526
