gene1	gene2	PIP
DEFB129	ADAM33	0.00833333333333333
LINC01433	CDS2	0.00116666666666667
RBCK1	CST4	0.00166666666666667
DEFB129	CST1	0.00333333333333333
POLR3F	GGTLC1	0.0181666666666667
DEFB129	DEFB116	0.004
MIR663AHG	DEFB116	0.00266666666666667
CST4	HM13	0.00216666666666667
NAPB	BPIFB6	0.00566666666666667
XRN2	E2F1	0.0201666666666667
SLC52A3	PIGU	0.000166666666666667
XRN2	PHF20	0.00433333333333333
LOC284788	MANBAL	5e-04
DEFB129	VSTM2L	0.00233333333333333
FER1L4	TTI1	0.00666666666666667
DEFB129	TTPAL	0.0176666666666667
MAP1LC3A	KCNK15-AS1	0.0025
NAPB	PTGIS	0.000166666666666667
NDRG3	SLC9A8	0.0221666666666667
LOC101926889	ADNP-AS1	0.00266666666666667
SRXN1	LINC01524	0.012
ZNF334	GCNT7	0.0375
LOC105372582	MIR4325	0.00433333333333333
STK4	MIR4325	0.0145
ASXL1	APCDD1L-DT	0.00566666666666667
SPATA25	CTSZ	0.005
CDC25B	ATP5F1E	0.00516666666666667
TBC1D20	EDN3	0.002
BCL2L1	CDH4	0.0035
PKIG	CDH4	0.00833333333333333
LINC01428	HRH3	0.00283333333333333
ESF1	HRH3	0.00433333333333333
DZANK1	LINC00029	0.00183333333333333
LOC284788	ARFGAP1	0.002
ESF1	RTEL1-TNFRSF6B	0.0065
DEFB129	RTEL1	0.0176666666666667
NCOA5	ZGPAT	0.0015
LOC613266	ZNF512B	0.001
MROH8	LINC00266-1	0.022
