gene1	gene2	PIP
AZU1	BTBD2	0.000500250125062531
TUBB4A	RETN	0.00850425212606303
LOC101928844	MYO1F	0.112806403201601
KLF2	REX1BD	0.0350175087543772
ZNF433-AS1	TM6SF2	0.0200100050025013
TGFBR3L	GMIP	0.0470235117558779
MEX3D	ZNF99	0.000250125062531266
MYDGF	SLC7A10	0.00300150075037519
ZNF433-AS1	FXYD7	0.0152576288144072
TM6SF2	FXYD7	0.0152576288144072
AZU1	PROSER3	0.000500250125062531
BTBD2	PROSER3	0.0402701350675338
HAPLN4	LGALS17A	0.0237618809404702
LOC101928844	RABAC1	0.0232616308154077
GSK3A	KCNN4	0.0242621310655328
SYCE2	ZNF227	0.00350175087543772
LRP3	ZNF233	0.00575287643821911
ZNF223	BCAM	0.0080040020010005
ZNF676	EXOC3L2	0.0567783891945973
KLF2	IGFL2	0.0372686343171586
GADD45B	LOC93429	0.0390195097548774
TYROBP	SULT2B1	0.0945472736368184
ATP8B3	MAMSTR	0.0242621310655328
RYR1	CD37	0.088544272136068
WDR87BP	KASH5	0.00550275137568784
WDR87BP	FLT3LG	0.00550275137568784
KASH5	FLT3LG	0.0665332666333167
AKT2	SCAF1	0.00975487743871936
ZNF676	KCNC3	0.00200100050025012
PPP5D1	KLK12	0.0847923961980991
LYPD4	KLK14	0.00700350175087544
STRN4	ETFB	0.00425212606303152
TUBB4A	FPR3	0.00850425212606303
RETN	FPR3	0.0277638819409705
PRTN3	ZNF415	0.0730365182591296
FFAR3	MIR521-1	0.00825412706353176
KLF2	ZNF628	0.0087543771885943
REX1BD	ZNF628	0.0087543771885943
LINC01531	ZNF628	0.0687843921960981
RUVBL2	SBK3	0.0165082541270635
LILRB3	EPN1	0.0100050025012506
TGFBR3L	ZNF805	0.0497748874437219
GMIP	ZNF805	0.0470235117558779
ZNF264	ZNF416	0.00575287643821911
AXL	ZNF329	0.00650325162581291
PLK5	ZNF544	0.036768384192096
DYRK1B	SLC27A5	0.0600300150075038
