genes	pip
LOC100507642	0
LOC105375115	0
FAM20C	0
FOXL3	0.0840420210105053
LOC442497	0.0177588794397199
LOC112267991	0
LOC116435278	0.01975987993997
PDGFA	0
HRAT92	0
PRKAR1B	0
PRKAR1B-AS2	0
PRKAR1B-AS1	0
DNAAF5	0
SUN1	0
GET4	0
ADAP1	0
COX19	0
CYP2W1	0
C7orf50	0
GPR146	0
GPER1	0
ZFAND2A	0
ZFAND2A-DT	0
UNCX	0
MICALL2	0
INTS1	0
MAFK	0
LOC100128653	0
TMEM184A	0.0472736368184092
PSMG3-AS1	0
TFAMP1	0
ELFN1	0
ELFN1-AS1	0.0600300150075038
MAD1L1	0
MRM2	0
NUDT1	0
SNX8	0.00475237618809405
EIF3B	0.0087543771885943
CHST12	0.0120060030015008
GRIFIN	0
LFNG	0
BRAT1	0.0625312656328164
IQCE	0
TTYH3	0
AMZ1	0
GNA12	0
CARD11	0
LOC100129603	0
SDK1	0
LOC105375131	0
FOXK1	0
AP5Z1	0
RADIL	0.261380690345173
PAPOLB	0
MMD2	0
RNF216P1	0
RBAK	0.00300150075037519
ZNF890P	0
WIPI2	0
SLC29A4	0
TNRC18	0.116058029014507
LOC100129484	0
FBXL18	0
LOC221946	0
ACTB	0
FSCN1	0
RNF216	0
RNF216-IT1	0
ZNF815P	0
OCM	0
CCZ1	0
PMS2	0
AIMP2	0
EIF2AK1	0
USP42	0.0457728864432216
CYTH3	0
FAM220A	0
RAC1	0.0805402701350675
DAGLB	0.00375187593796898
KDELR2	0
GRID2IP	0
ZDHHC4	0
C7orf26	0
ZNF853	0
ZNF316	0.0185092546273137
ZNF12	0
PMS2CL	0
CCZ1B	0.180590295147574
MIR3683	0
LOC100131257	0
C1GALT1	0
LOC101927354	0
COL28A1	0
LOC101927391	0
MIOS	0
RPA3	0
UMAD1	0.00975487743871936
GLCCI1-DT	0
GLCCI1	0
ICA1	0
LOC100505938	0
NXPH1	0
MGC4859	0
NDUFA4	0.0182591295647824
PHF14	0
THSD7A	0.00500250125062531
TMEM106B	0.092296148074037
VWDE	0
LOC102725191	0
SCIN	0
ARL4A	0.0255127563781891
ETV1	0.00450225112556278
DGKB	0
AGMO	0
MEOX2	0
LOC105375166	0
LINC02587	0
CRPPA	0
CRPPA-AS1	0
SOSTDC1	0
LRRC72	0
ANKMY2	0
BZW2	0
TSPAN13	0
AGR2	0.0100050025012506
AGR3	0
AHR	0
LINC02888	0.100550275137569
LINC02889	0
SNX13	0
HDAC9	0
POLR1F	0
TMEM196	0.793646823411706
LOC101927668	0
MACC1	0
MACC1-AS1	0
LOC101927769	0.0327663831915958
LOC101927811	0
ITGB8	0
ABCB5	0.0665332666333167
SP8	0
LINC01162	0
SP4	0
DNAH11	0
CDCA7L	0
RAPGEF5	0
STEAP1B	0
LOC100506178	0
LOC401312	0
IL6-AS1	0
IL6	0
TOMM7	0
SNHG26	0
FAM126A	0.048024012006003
KLHL7-DT	0
KLHL7	0.0142571285642821
NUP42	0
GPNMB	0
MALSU1	0
IGF2BP3	0
RPS2P32	0
TRA2A	0
CCDC126	0.01975987993997
FAM221A	0
STK31	0
NPY	0
MPP6	0.334167083541771
GSDME	0.0900450225112556
OSBPL3	0
CYCS	0
C7orf31	0
NPVF	0
LOC646588	0.0390195097548774
NFE2L3	0
HNRNPA2B1	0
CBX3	0.036768384192096
SNX10	0
LOC105375304	0
LOC441204	0
LINC02860	0
SKAP2	0
HOXA1	0
HOTAIRM1	0
HOXA3	0
HOXA-AS2	0
HOXA-AS3	0
HOXA10-HOXA9	0
HOXA11	0
HOXA11-AS	0.0345172586293147
HOXA13	0
HOTTIP	0
EVX1-AS	0
HIBADH	0.0162581290645323
TSL	0
TAX1BP1	0
JAZF1	0
JAZF1-AS1	0
CREB5	0
TRIL	0
LOC100506497	0
CPVL	0
LOC101928168	0
CHN2	0
CHN2-AS1	0.0892946473236618
PRR15	0
LOC646762	0
DPY19L2P3	0.0332666333166583
WIPF3	0.0227613806903452
SCRN1	0
FKBP14	0.055527763881941
PLEKHA8	0
MTURN	0
LOC105375218	0
ZNRF2	0
DKFZP586I1420	0.000250125062531266
LINC01176	0.076288144072036
NOD1	0
GGCT	0
GARS1-DT	0
GARS1	0
CRHR2	0
INMT	0
INMT-MINDY4	0
MINDY4	0.150825412706353
AQP1	0
GHRHR	0
ADCYAP1R1	0
ITPRID1	0
PPP1R17	0
PDE1C	0
LOC100130673	0
LSM5	0
AVL9	0.0702851425712856
DPY19L1P1	0.0492746373186593
ZNRF2P1	0.133816908454227
LINC00997	0
DPY19L1P2	0.0962981490745373
KBTBD2	0
RP9P	0
FKBP9	0
NT5C3A	0
RP9	0.149824912456228
BBS9	0.00550275137568784
FLJ20712	0
BMPER	0
NPSR1-AS1	0.0220110055027514
NPSR1	0
DPY19L1	0
DPY19L2P1	0
TBX20	0.012256128064032
LOC401324	0
HERPUD2	0.00950475237618809
LOC101930085	0
LOC100506725	0.083791895947974
SEPTIN7-DT	0
SEPTIN7	0
LOC101928618	0
EEPD1	0
KIAA0895	0
ANLN	0
AOAH	0.103801900950475
AOAH-IT1	0
ELMO1	0
ELMO1-AS1	0.241620810405203
GPR141	0
NME8	0.0322661330665333
SFRP4	0
EPDR1	0.0192596298149075
STARD3NL	0
TARP	0
TRG-AS1	0.0120060030015008
AMPH	0
FAM183BP	0
VPS41	0
POU6F2	0
POU6F2-AS2	0
POU6F2-AS1	0
YAE1	0
RALA	0.0280140070035018
LINC00265	0
LOC112267983	0
CDK13	0
MPLKIP	0
SUGCT	0
LINC01450	0
LINC01449	0
INHBA	0.024512256128064
INHBA-AS1	0
GLI3	0.117808904452226
LINC01448	0.1008004002001
C7orf25	0
PSMA2	0
MRPL32	0
HECW1	0.0175087543771886
HECW1-IT1	0
LUARIS	0
STK17A	0
COA1	0.216358179089545
BLVRA	0
URGCP-MRPS24	0.000750375187593797
URGCP	0
UBE2D4	0
POLR2J4	0
RASA4CP	0
LINC00957	0
DBNL	0
POLM	0
AEBP1	0
POLD2	0
GCK	0.110055027513757
YKT6	0.17983991995998
CAMK2B	0
NUDCD3	0
NPC1L1	0
DDX56	0
OGDH	0
ZMIZ2	0
PPIA	0
H2AZ2	0
PURB	0
MYO1G	0.0130065032516258
SNHG15	0
CCM2	0
NACAD	0
TBRG4	0
RAMP3	0.024512256128064
ADCY1	0
SEPTIN7P2	0
IGFBP3	0
LOC730338	0
TNS3	0
LINC01447	0
C7orf65	0.0185092546273137
LINC00525	0.0462731365682841
PKD1L1	0
C7orf69	0.087543771885943
HUS1	0
SUN3	0
C7orf57	0
UPP1	0
ABCA13	0
CDC14C	0
VWC2	0
ZPBP	0
SPATA48	0
IKZF1	0.0420210105052526
FIGNL1	0
DDC	0
DDC-AS1	0.0597798899449725
GRB10	0
COBL	0.123311655827914
LOC107986794	0
POM121L12	0
LINC01446	0
LINC01445	0
VSTM2A	0
VSTM2A-OT1	0
SEC61G	0
SEC61G-DT	0
EGFR	0
EGFR-AS1	0
ELDR	0
LANCL2	0
VOPP1	0
FKBP9P1	0
SEPTIN14	0
ZNF713	0
MRPS17	0
NIPSNAP2	0
PSPH	0
CCT6A	0
SUMF2	0
PHKG1	0
CHCHD2	0.051775887943972
NUPR2	0
LOC650226	0
LOC100240728	0
DKFZp434L192	0
LOC101928401	0
LOC401357	0
LOC100130849	0
ZNF479	0.00900450225112556
GUSBP10	0
ZNF716	0
ZNF722P	0
ZNF727	0
ZNF735	0
ZNF679	0.113556778389195
ZNF736	0
ZNF680	0
LOC100128885	0
ZNF107	0
ZNF138	0
ZNF273	0.225112556278139
ERV3-1	0
CCT6P3	0
INTS4P1	0
ZNF92	0
LOC101929322	0.108304152076038
LOC441242	0
VKORC1L1	0
GUSB	0
ASL	0
CRCP	0.114307153576788
TPST1	0
LINC00174	0.0497748874437219
GS1-124K5.4	0.00200100050025012
GS1-124K5.11	0
KCTD7	0
LOC100996437	0
RABGEF1	0
GTF2IRD1P1	0
GTF2IP23	0
LINC02604	0
TMEM248	0
SBDS	0
TYW1	0.0467733866933467
PMS2P4	0.0290145072536268
STAG3L4	0
LINC01372	0
LOC102723427	0
AUTS2	0
GALNT17	0.0990495247623812
CALN1	0
TYW1B	0.128814407203602
SBDSP1	0
SPDYE7P	0
POM121	0
NSUN5P2	0
PMS2P5	0
NSUN5	0
TRIM50	0.0995497748874437
FKBP6	0
FZD9	0
BAZ1B	0
BCL7B	0.0325162581290645
TBL2	0
MLXIPL	0
VPS37D	0
BUD23	0
STX1A	0.19559779889945
METTL27	0.0157578789394697
TMEM270	0
ELN	0
LIMK1	0
EIF4H	0
LAT2	0
RFC2	0
CLIP2	0
GTF2IRD1	0
GTF2I	0
LOC101926943	0
GTF2IRD2	0
STAG3L2	0
RCC1L	0
GTF2IP1	0.00225112556278139
POM121C	0
SPDYE5	0.0915457728864432
PMS2P3	0
HIP1	0
CCL26	0
CCL24	0
RHBDD2	0.0545272636318159
POR	0
TMEM120A	0
STYXL1	0
MDH2	0
GTF2IP7	0.116308154077039
SRRM3	0
HSPB1	0
YWHAG	0
SSC4D	0
ZP3	0
DTX2	0
FDPSP2	0
UPK3B	0
SPDYE16	0
LOC100133091	0
DTX2P1-UPK3BP1-PMS2P11	0
FAM185BP	0
CCDC146	0
GSAP	0.0360180090045022
LOC101927243	0
PTPN12	0
APTR	0
RSBN1L	0.118059029514757
TMEM60	0
PHTF2	0.0617808904452226
MAGI2	0
RPL13AP17	0
MAGI2-AS2	0.000750375187593797
MAGI2-AS3	0
GNAI1	0
GNAT3	0
CD36	0.120310155077539
SEMA3C	0.303651825912956
LOC105369146	0.489994997498749
LOC100128317	0
HGF	0
CACNA2D1	0
CACNA2D1-AS1	0
PCLO	0
SEMA3E	0
SEMA3A	0.072536268134067
LOC101927378	0
SEMA3D	0
