gene1	gene2	PIP
RBM17	ATP5F1C	0.0467733866933467
TUBB8	LINC00710	0.0300150075037519
MLLT10	ZNF32-AS3	0.0175087543771886
IDI2	ZFAND4	0.00950475237618809
LINC00708	CDK1	0.0362681340670335
SFTA1P	SPOCK2	0.0157578789394697
SAR1A	LINC02655	0.0457728864432216
PBLD	FGFBP3	0.0142571285642821
LINC00710	FRA10AC1	0.0360180090045022
LINC02650	PLCE1	0.0380190095047524
SVIL2P	PLCE1-AS2	0.0135067533766883
NRBF2	PLCE1-AS2	0.0185092546273137
UCMA	ACSM6	0.00950475237618809
NODAL	R3HCC1L	0.0080040020010005
CRTAC1	ABCC2	0.0212606303151576
LINC00856	LBX1-AS1	0.0255127563781891
CDH23	TRIM8	0.00425212606303152
LOC283045	NEURL1-AS1	0.0342671335667834
ASAH2	PLEKHS1	0.0205102551275638
CEP55	LOC101927692	0.0305152576288144
XPNPEP1	PNLIPRP2	0.00300150075037519
PLCE1-AS2	SLC18A2	0.0645322661330665
PLCE1	PDZD8	0.0365182591295648
KCNMA1	LOC112577516	0.0287643821910955
LINC02655	PSTK	0.0147573786893447
LINC00708	LOC728158	0.0155077538769385
TMEM254	LOC728158	0.0195097548774387
SNORD3J	DOCK1	0.00400200100050025
CHAT	PWWP2B	0.00775387693846923
PROSER2-AS1	MIR202HG	0.00275137568784392
