gene1	gene2	PIP
SGSM2	CD68	0.0747873936968484
SHBG	LOC101928475	0.0502751375687844
OR1D2	TMUB2	0.0087543771885943
MYO19	RUNDC3A	0.0307653826913457
MLLT6	ITGA2B	0.00600300150075038
C17orf107	LINC02210-CRHR1	0.0145072536268134
CCDC144NL-AS1	LOC101927166	0.0130065032516258
P2RX1	FAM117A	0.0425212606303152
MYOCD-AS1	COIL	0.0257628814407204
ZBTB4	LPO	0.0925462731365683
P3H4	SMG8	0.00975487743871936
LOC100288866	C17orf64	0.0265132566283142
CD68	PECAM1	0.024512256128064
DHRS7B	PRKCA	0.0247623811905953
TAOK1	LINC00511	0.0580290145072536
ITGA2B	DNAI2	0.0080040020010005
KRT15	USH1G	0.00325162581290645
CEP95	USH1G	0.0180090045022511
DERL2	CDR2L	0.016008004002001
LOC102723517	LINC02078	0.0440220110055028
PIPOX	LINC01979	0.00175087543771886
ZNF207	TBC1D16	0.00200100050025012
AXIN2	TBC1D16	0.00250125062531266
MLLT6	FAAP100	0.00600300150075038
ITGA2B	FAAP100	0.00825412706353176
PDE6G	HGS	0.0195097548774387
BIRC5	MRPL12	0.0147573786893447
SHBG	PYCR1	0.00750375187593797
